segment_start,segment_end,segment_idx,current_state_binary,i3_photoresistor_psd_peak,i3_photoresistor_psd_mean_energy,i3_photoresistor_psd_peak_freq,i3_photoresistor_rms,i3_photoresistor_mean,i3_photoresistor_variance,i3_photoresistor_fft_peak,current_task_duration_psd_peak,current_task_duration_psd_mean_energy,current_task_duration_psd_peak_freq,current_task_duration_rms,current_task_duration_mean,current_task_duration_variance,current_task_duration_fft_peak
2023-02-06T14:38:40.000000000,2023-02-06T14:39:38.000000000,61,1,0.003547206164264336,0.0005428341560658813,0.03125,0.44129681065297327,0.43992126718532376,0.0012121537705450393,13.197638015559713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:39:10.000000000,2023-02-06T14:40:08.000000000,62,1,0.0024419317927194244,0.00036285421148801267,0.03125,0.4975053729113257,0.4966459104929081,0.0008544356663075494,14.899377314787245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:39:40.000000000,2023-02-06T14:40:38.000000000,63,1,0.000450459513250756,0.00011162100343185241,0.09375,0.5279790580512799,0.5278935637650125,9.027107619149444e-05,15.836806912950376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:40:10.000000000,2023-02-06T14:41:08.000000000,64,1,0.00048135070581146615,0.00014841482527304273,0.03125,0.5260558363951193,0.5259617627301247,9.89671511886542e-05,15.778852881903742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:40:40.000000000,2023-02-06T14:41:38.000000000,65,1,6.589146175502869e-05,1.2745085985841405e-05,0.03125,0.5113988275273963,0.5112821023958527,0.00011937256607247121,15.33846307187558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:41:10.000000000,2023-02-06T14:42:08.000000000,66,1,0.0013569293630484203,0.000220245775020695,0.03125,0.4945417391379809,0.4943739007702722,0.00016597798680381167,14.831217023108167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:41:40.000000000,2023-02-06T14:42:38.000000000,67,1,0.00035971627787422693,0.00012040110761176686,0.03125,0.48646204010135224,0.48640125082341606,5.9139656985996385e-05,14.59203752470248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:42:10.000000000,2023-02-06T14:43:08.000000000,68,1,0.001298656610881098,0.00036354112976901974,0.03125,0.4823505372578879,0.4822076588680029,0.00013781452201276994,14.46622976604009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:42:40.000000000,2023-02-06T14:43:38.000000000,69,1,0.0005000943815408062,8.284344544453688e-05,0.03125,0.4695859377314206,0.4694568878247031,0.00012118338904174593,14.083706634741095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:43:10.000000000,2023-02-06T14:44:08.000000000,70,1,2.398975372012623e-05,5.661856632374403e-06,0.03125,0.4577050006169613,0.4576268762099372,7.150976010734548e-05,13.728806286298116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:43:40.000000000,2023-02-06T14:44:38.000000000,71,1,0.0007399379299929318,0.00016690975250893106,0.03125,0.4423067344964511,0.4420851974750775,0.0001959255543357426,13.262555924252329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:44:10.000000000,2023-02-06T14:45:08.000000000,72,1,0.00015511678119710625,3.555549244090643e-05,0.03125,0.42604087064665314,0.4259640707824881,6.543386376962211e-05,12.778922123474644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:44:40.000000000,2023-02-06T14:45:38.000000000,73,1,6.894722104491347e-05,1.285178747416027e-05,0.03125,0.41796672415500535,0.4179535509107892,1.1011781928655637e-05,12.538606527323676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:45:10.000000000,2023-02-06T14:46:08.000000000,74,1,5.945143078274074e-05,1.088113241947104e-05,0.03125,0.4094922371257483,0.40937240329921615,9.812768327397923e-05,12.281172098976484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:45:40.000000000,2023-02-06T14:46:38.000000000,75,1,0.0012426509641778748,0.00020092116467632844,0.03125,0.38997133679986173,0.3896457312098848,0.0002538476753853154,11.689371936296547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:46:10.000000000,2023-02-06T14:47:08.000000000,76,1,0.00010213052488725653,1.799770754232461e-05,0.03125,0.38356601043896044,0.38336681724607596,0.0001527677986745844,11.501004517382277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:46:40.000000000,2023-02-06T14:47:38.000000000,77,1,0.0012677973829425863,0.00016654349846599624,0.03125,0.4074973191370026,0.40700911695249875,0.0003976438213913327,12.210273508574964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:47:10.000000000,2023-02-06T14:48:08.000000000,78,1,0.0019101559526783038,0.00030620433171896076,0.03125,0.44946228422372975,0.4485740991963066,0.0007976224698349209,13.457222975889199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:47:40.000000000,2023-02-06T14:48:38.000000000,79,1,0.0022190938249392876,0.00033651166688529254,0.03125,0.5053792802004802,0.504160654000182,0.0012302518140641882,15.12481962000546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:48:10.000000000,2023-02-06T14:49:08.000000000,80,1,0.003994197750506855,0.0005612522998826497,0.03125,0.5702065602061174,0.5687515140538023,0.0016572365636000628,17.062545421614068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:48:40.000000000,2023-02-06T14:49:38.000000000,81,1,0.005757719156254035,0.0008466241219892634,0.03125,0.6412496338221977,0.6397507718892625,0.0019200427441954133,19.192523156677876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:49:10.000000000,2023-02-06T14:50:08.000000000,82,1,0.0037630985754001237,0.0005629855002872886,0.03125,0.7183400204052006,0.716788390077689,0.002226788765578659,21.50365170233067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:49:40.000000000,2023-02-06T14:50:38.000000000,83,1,0.004019201050337855,0.0005938958931582916,0.03125,0.7939560468708705,0.7928067297757705,0.0018236935850683264,23.784201893273117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:50:10.000000000,2023-02-06T14:51:08.000000000,84,1,0.004468010895217559,0.0007027777318724994,0.03125,0.8523793740026512,0.8517317702649279,0.0011035887465238052,25.55195310794784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:50:40.000000000,2023-02-06T14:51:38.000000000,85,1,0.0040924250320021095,0.000642957080652303,0.03125,0.9059800534423506,0.9052277719648086,0.0013625380990326473,27.15683315894426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:51:10.000000000,2023-02-06T14:52:08.000000000,86,1,0.00285275205959953,0.0004864639428791982,0.03125,0.9619425531125356,0.9614711685506279,0.0009066675345534419,28.844135056518837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:51:40.000000000,2023-02-06T14:52:38.000000000,87,1,0.00023359573018915284,3.476877468918658e-05,0.03125,0.9928880270256898,0.992861311733052,5.304987468982772e-05,29.785839351991566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:52:10.000000000,2023-02-06T14:53:08.000000000,88,1,0.0002305352234848899,3.965017871155089e-05,0.03125,0.9819058044628766,0.9815207377314361,0.0007560502410258228,29.44562213194309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:52:40.000000000,2023-02-06T14:53:38.000000000,89,1,0.010631716417861495,0.0015047487807773893,0.03125,0.921979717392429,0.9205281778264208,0.0026744731105924073,27.615845334792624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:53:10.000000000,2023-02-06T14:54:08.000000000,90,1,0.001662600982093863,0.00032812104869913545,0.03125,0.8587994796242151,0.858330896817638,0.0008046177710520002,25.74992690452914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:53:40.000000000,2023-02-06T14:54:38.000000000,91,1,0.004200162823809825,0.0006580240898457425,0.03125,0.820268935980353,0.8198398039934559,0.0007038231223123086,24.59519411980368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:54:10.000000000,2023-02-06T14:55:08.000000000,92,1,0.003242780141408531,0.00043330578543623015,0.03125,0.7745285005730549,0.7740516142414076,0.000738496690215733,23.221548427242226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:54:40.000000000,2023-02-06T14:55:38.000000000,93,1,0.002132256177663763,0.00035262390040769414,0.03125,0.7240142913646114,0.7232691401796474,0.0010784449639942848,21.698074205389414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:55:10.000000000,2023-02-06T14:56:08.000000000,94,1,0.005541449245666863,0.0008432932634233793,0.03125,0.6688604330179899,0.6678603213910924,0.0013368699683997697,20.035809641732772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:55:40.000000000,2023-02-06T14:56:38.000000000,95,1,0.0005740489654986317,0.00011927166525568366,0.03125,0.6305610353394534,0.6304060886586687,0.00019538267044222484,18.912182659760056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:56:10.000000000,2023-02-06T14:57:08.000000000,96,1,5.745588442224253e-05,1.1054195033985611e-05,0.03125,0.6226644160314776,0.6226616818655702,3.4049281603635655e-06,18.67985045596711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:56:40.000000000,2023-02-06T14:57:38.000000000,97,1,3.647516335774496e-05,5.681596239039457e-06,0.03125,0.6220721659143542,0.6220683807613386,4.709262342100213e-06,18.662051422840157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:57:10.000000000,2023-02-06T14:58:08.000000000,98,1,0.0008565533493970161,0.00013065875969008948,0.03125,0.6340399735156093,0.6338835425679709,0.00019834247715364034,19.016506277039134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:57:40.000000000,2023-02-06T14:58:38.000000000,99,1,0.0015045101909750723,0.0004021786937028332,0.03125,0.6418394063791738,0.6417353240354314,0.00013359746631022776,19.252059721062935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:58:10.000000000,2023-02-06T14:59:08.000000000,100,1,0.001639989732100157,0.0003020337301305328,0.03125,0.6570877369473699,0.6563095847332067,0.0010220230339416376,19.689287541996205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:58:40.000000000,2023-02-06T14:59:38.000000000,101,1,0.005648514315838382,0.0007287972174772316,0.03125,0.7256269362681806,0.7234412662747048,0.003167184888797778,21.70323798824115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:59:10.000000000,2023-02-06T15:00:08.000000000,102,1,0.0032790252716508417,0.0005335353590432716,0.03125,0.7904222183901205,0.7899641659563545,0.0007238998296403679,23.69892497869064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T14:59:40.000000000,2023-02-06T15:00:38.000000000,103,1,0.0024088466355013413,0.0004407003063377592,0.03125,0.8297309813014181,0.8294036613442909,0.0005430678800988801,24.88210984032873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:00:10.000000000,2023-02-06T15:01:08.000000000,104,1,4.004080852508356e-05,1.1335159222612397e-05,0.03125,0.8451606213698728,0.845009453622906,0.00025549920222713474,25.350283608687185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:00:40.000000000,2023-02-06T15:01:38.000000000,105,1,0.0037718273235888746,0.0006210338108396131,0.03125,0.806749311408752,0.8057178012871787,0.0016632761474499316,24.171534038615363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:01:10.000000000,2023-02-06T15:02:08.000000000,106,1,0.0045264009146849535,0.0007085353701095278,0.03125,0.7541321995591144,0.7537263504880818,0.000611962991785048,22.611790514642458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:01:40.000000000,2023-02-06T15:02:38.000000000,107,1,7.855782801327238e-05,1.301578960897276e-05,0.03125,0.7336037780870409,0.73359344855395,1.5155462303502027e-05,22.0078034566185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:02:10.000000000,2023-02-06T15:03:08.000000000,108,1,0.00015289699752946622,2.6872484614390666e-05,0.03125,0.7358742316054541,0.7358552979041434,2.7865287321974215e-05,22.075658937124302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:02:40.000000000,2023-02-06T15:03:38.000000000,109,1,0.00151957569749822,0.00023969118188580283,0.03125,0.757311529032428,0.7570081938147316,0.00045934650279175,22.71024581444195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:03:10.000000000,2023-02-06T15:04:08.000000000,110,1,0.0016813639167934324,0.0003064504229759233,0.03125,0.7813449741338248,0.7811702111155143,0.0002730698699300028,23.435106333465427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:03:40.000000000,2023-02-06T15:04:38.000000000,111,1,0.0034040967928657745,0.0005490062747384833,0.03125,0.7658199992926223,0.7654427202243005,0.0005777133721751455,22.96328160672902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:04:10.000000000,2023-02-06T15:05:08.000000000,112,1,7.40883603300841e-05,1.639397575211292e-05,0.03125,0.7388002634014299,0.7387427562777911,8.496924911442366e-05,22.162282688333732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:04:40.000000000,2023-02-06T15:05:38.000000000,113,1,0.0031046476653985283,0.00047761488733347873,0.03125,0.7125988725189254,0.7121522729732975,0.0006362932142094399,21.364568189198927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:05:10.000000000,2023-02-06T15:06:08.000000000,114,1,0.004834114024364861,0.000905828442320423,0.03125,0.6952502121110795,0.6950025325361171,0.00034433720888462624,20.85007597608351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:05:40.000000000,2023-02-06T15:06:38.000000000,115,1,0.003521420262341874,0.0005285848420056078,0.03125,0.6902342000741537,0.6899383680612234,0.00040829922902248483,20.698151041836702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:06:10.000000000,2023-02-06T15:07:08.000000000,116,1,0.0021346663747030155,0.0003152331426162279,0.03125,0.7015351022307278,0.7010476048637628,0.0006837553766593138,21.03142814591288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:06:40.000000000,2023-02-06T15:07:38.000000000,117,1,0.002254239032358123,0.00038586198455812327,0.03125,0.7191698185862081,0.718940189646295,0.00033023167666882915,21.568205689388847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:07:10.000000000,2023-02-06T15:08:08.000000000,118,1,0.0034257027363741623,0.000677863543046286,0.03125,0.7333930334143787,0.732899555986816,0.0007235822950719703,21.986986679604478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:07:40.000000000,2023-02-06T15:08:38.000000000,119,1,0.003628220851997181,0.0005922010722143061,0.03125,0.7697917452886592,0.769376278689898,0.0006394729038443115,23.08128836069694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:08:10.000000000,2023-02-06T15:09:08.000000000,120,1,0.0025208906960604844,0.00038740393850132643,0.03125,0.7656901716165093,0.7653212339027654,0.0005648478476681605,22.95963701708296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:08:40.000000000,2023-02-06T15:09:38.000000000,121,1,0.0013743167738941577,0.00019308913384562503,0.03125,0.722513624792638,0.7220806780471044,0.0006254324020311813,21.662420341413128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:09:10.000000000,2023-02-06T15:10:08.000000000,122,1,0.0013010676329145928,0.00019797712447189417,0.03125,0.6901141814866214,0.689897906371014,0.0002984622738412518,20.69693719113041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:09:40.000000000,2023-02-06T15:10:38.000000000,123,1,4.6359187131344235e-05,9.058086006653671e-06,0.03125,0.6773870946340199,0.6773820995189972,6.767227954299366e-06,20.321462985569912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06T15:10:10.000000000,2023-02-06T15:11:08.000000000,124,1,0.0033581083037998094,0.0005897723773403399,0.03125,0.6629546014315197,0.6627009636168616,0.0003362363805083402,19.881028908505847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
