segment_idx,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_am_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_am_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_am_demodulated,m2_speed_rms_baseband,m2_speed_rms_am_demodulated,m2_speed_mean_baseband,m2_speed_mean_am_demodulated,m2_speed_variance_baseband,m2_speed_variance_am_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_am_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_am_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_am_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_am_demodulated,m3_speed_rms_baseband,m3_speed_rms_am_demodulated,m3_speed_mean_baseband,m3_speed_mean_am_demodulated,m3_speed_variance_baseband,m3_speed_variance_am_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_am_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_am_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_am_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_am_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_am_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_am_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_am_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
92,0.4519,0.392495,0.459986,0.376783,0.666667,0.623629,0.897156,0.683362,0.925874,0.688999,0.142895,0.349733,0.925874,0.688999,0.0,0.30961,0.0,0.328375,0.0,0.178332,0.0,0.283538,0.03199,0.302412,0.0,0.289213,0.0,0.281524,0.460567,0.435035,0.683323,0.455059,0.666667,0.53739,0.916495,0.705512,0.914403,0.704202,0.190361,0.367225,0.914403,0.704202,0.703593,0.575542,0.52322,0.609571,0.333333,0.455355,0.752162,0.6302,0.588307,0.704137,0.875832,0.501746,0.586932,0.704853,0.450276,0.422186,0.492823,0.421883,0.333333,0.618576,0.764691,0.427136,0.703116,0.441551,0.605116,0.419406,0.701092,0.447848,1
93,0.053437,0.493477,0.084364,0.480162,0.666667,0.665581,0.907369,0.792004,0.935781,0.796162,0.125989,0.393289,0.935781,0.796162,0.0,0.331693,0.0,0.347922,0.0,0.24611,0.0,0.329661,0.03199,0.344892,0.0,0.330918,0.0,0.330018,0.127321,0.505624,0.179731,0.532233,0.333333,0.610881,0.909401,0.80146,0.910167,0.803554,0.183077,0.406791,0.910167,0.803554,0.013294,0.444927,0.012946,0.419943,0.0,0.77721,0.178181,0.414649,0.067916,0.442416,0.074811,0.397938,0.064843,0.441125,0.233271,0.4748,0.206416,0.479056,0.333333,0.639928,0.764527,0.492269,0.702974,0.504155,0.604854,0.486457,0.700949,0.506385,1
94,4.5e-05,0.445775,3.9e-05,0.422682,1.0,0.750062,0.875595,0.819728,0.926391,0.832526,8.5e-05,0.393348,0.926391,0.832526,0.0,0.385365,0.0,0.407618,0.0,0.285377,0.0,0.367928,0.03199,0.382679,0.0,0.369684,0.0,0.367547,6.4e-05,0.461201,7.6e-05,0.447642,1.0,0.743844,0.992884,0.88224,0.99549,0.883646,9.1e-05,0.395907,0.99549,0.883646,1e-06,0.340209,1e-06,0.346445,1.0,0.857776,0.001487,0.30264,0.002808,0.404128,5e-06,0.255472,0.000634,0.403481,4.6e-05,0.427137,4e-05,0.428849,1.0,0.844318,0.013184,0.334326,0.007572,0.352787,0.000212,0.359155,0.012038,0.357211,1
95,0.0,0.463342,0.0,0.447717,0.0,0.450548,0.875147,0.805018,0.92606,0.810477,0.0,0.403822,0.92606,0.810477,0.0,0.374279,0.0,0.39531,0.0,0.300959,0.0,0.367002,0.03199,0.378015,0.0,0.366185,0.0,0.367555,0.0,0.468996,0.0,0.469827,0.0,0.435495,0.992017,0.836252,0.994875,0.837612,0.0,0.405043,0.994875,0.837612,0.0,0.29992,0.0,0.290979,0.0,0.374675,0.0,0.258237,0.003327,0.340305,0.0,0.228462,0.0,0.338372,0.0,0.446845,0.0,0.447825,0.0,0.404795,0.0,0.408751,0.006772,0.42448,0.0,0.424912,0.0,0.422351,1
96,0.0,0.511922,0.0,0.504041,0.0,0.429812,0.875147,0.81448,0.92606,0.814213,0.0,0.425896,0.92606,0.814213,0.0,0.375915,0.0,0.396229,0.0,0.323731,0.0,0.37741,0.03199,0.385947,0.0,0.374617,0.0,0.378739,0.0,0.495917,0.0,0.513847,0.0,0.402808,0.992017,0.827199,0.994875,0.828318,0.0,0.422307,0.994875,0.828318,0.0,0.331225,0.0,0.311078,0.0,0.281925,0.0,0.283007,0.003327,0.347374,0.0,0.271601,0.0,0.345004,0.0,0.478035,0.0,0.481348,0.0,0.298574,0.0,0.485186,0.006772,0.492076,0.0,0.486975,0.0,0.489172,1
97,0.0,0.481682,0.0,0.46401,0.0,0.576602,0.875147,0.802634,0.92606,0.801604,0.0,0.442217,0.92606,0.801604,0.0,0.397634,0.0,0.421499,0.0,0.326529,0.0,0.382073,0.03199,0.389782,0.0,0.379565,0.0,0.383018,0.0,0.488726,0.0,0.492176,0.0,0.56658,0.992017,0.83025,0.994875,0.828812,0.0,0.432487,0.994875,0.828812,0.0,0.3549,0.0,0.353659,0.666667,0.571882,0.002004,0.369818,0.003327,0.442996,1e-05,0.311921,0.000917,0.441791,0.0,0.469356,0.0,0.470023,0.0,0.566294,0.0,0.488938,0.006772,0.480989,0.0,0.47622,0.0,0.480939,1
98,0.0,0.56881,0.0,0.570458,0.0,0.658449,0.875147,0.793809,0.92606,0.78819,0.0,0.437771,0.92606,0.78819,0.0,0.363186,0.0,0.382379,0.0,0.316755,0.0,0.368315,0.03199,0.376359,0.0,0.36517,0.0,0.369776,0.0,0.518767,0.0,0.561437,0.0,0.573391,0.992017,0.793723,0.994875,0.794212,0.0,0.426099,0.994875,0.794212,0.000216,0.539259,0.000197,0.507442,1.0,0.665242,0.313246,0.529182,0.108134,0.513064,0.234475,0.538391,0.105157,0.511298,0.0,0.499205,0.0,0.509244,0.0,0.386381,0.0,0.527165,0.006772,0.528041,0.0,0.515532,0.0,0.525826,1
99,2e-06,0.352546,3e-06,0.339263,1.0,0.893935,0.875917,0.60326,0.926633,0.601338,0.000113,0.375537,0.926633,0.601338,0.0,0.291843,0.0,0.309353,0.0,0.221411,0.0,0.281184,0.03199,0.289146,0.0,0.27982,0.0,0.28168,0.0,0.359617,1e-06,0.363027,0.666667,0.776794,0.991469,0.634115,0.994475,0.632479,3e-05,0.351708,0.994475,0.632479,0.586971,0.725534,0.55561,0.721679,0.666667,0.537585,0.646943,0.689591,0.427643,0.697888,0.77275,0.692391,0.425733,0.697624,0.0,0.343993,0.0,0.344914,0.333333,0.707582,0.003171,0.449602,0.00732,0.409231,1.2e-05,0.391398,0.002527,0.40925,1
100,0.003355,0.478416,0.002849,0.488089,1.0,0.8564,0.807251,0.585911,0.848307,0.577602,0.204805,0.482051,0.848307,0.577602,0.0,0.304589,0.0,0.321681,0.0,0.236403,0.0,0.301304,0.03199,0.311228,0.0,0.300653,0.0,0.301687,0.001241,0.422489,0.001365,0.468862,1.0,0.848241,0.955336,0.64762,0.955083,0.64463,0.100626,0.412444,0.955083,0.64463,0.885938,0.954608,0.940939,1.0,0.333333,0.470713,0.929493,0.93008,0.861556,1.0,0.972191,0.870668,0.861094,1.0,0.000161,0.402033,0.000136,0.413986,1.0,0.940567,0.390439,0.672026,0.24332,0.577976,0.173353,0.521192,0.238161,0.577382,1
101,0.833507,0.948452,0.964882,1.0,0.666667,0.773999,0.874308,0.729469,0.888395,0.705031,0.304295,0.547882,0.888395,0.705031,0.0,0.347993,0.0,0.366801,0.0,0.27706,0.0,0.349245,0.03199,0.36203,0.0,0.349529,0.0,0.3494,0.471921,0.719779,0.766064,0.904564,0.666667,0.761954,0.91895,0.730123,0.916091,0.726881,0.191278,0.47671,0.916091,0.726881,0.478199,0.915093,0.450783,0.923488,0.333333,0.56049,0.737405,1.0,0.54242,0.973563,0.907161,1.0,0.540893,0.972494,0.4576,0.67411,0.54879,0.729364,0.333333,0.690784,0.695812,0.781582,0.625985,0.749391,0.505013,0.675141,0.623435,0.750236,1
102,0.022373,0.715091,0.03341,0.745027,0.0,0.688446,0.940026,0.650174,0.966774,0.632886,0.076003,0.409895,0.966774,0.632886,0.0,0.29459,0.0,0.312492,0.0,0.209071,0.0,0.281599,0.03199,0.29289,0.0,0.282494,0.0,0.281271,0.022446,0.569268,0.030565,0.697162,0.0,0.619369,0.955336,0.629466,0.955083,0.626459,0.100626,0.380063,0.955083,0.626459,0.000259,0.535093,0.000222,0.516337,1.0,0.567359,0.015028,0.689935,0.003503,0.624204,0.000583,0.701169,0.007651,0.624217,0.046944,0.532391,0.044156,0.572853,0.0,0.521225,0.575986,0.5729,0.390194,0.558549,0.371679,0.515837,0.386036,0.560391,1
103,2.1e-05,0.364932,2e-05,0.357699,1.0,0.455435,0.875223,0.677805,0.926113,0.678634,4.6e-05,0.366256,0.926113,0.678634,0.0,0.298061,0.0,0.313782,0.0,0.233784,0.0,0.309988,0.03199,0.323516,0.0,0.311167,0.0,0.309652,1.3e-05,0.367705,2e-05,0.36713,1.0,0.434029,0.991469,0.696559,0.994475,0.698626,3e-05,0.355273,0.994475,0.698626,0.0,0.546933,0.0,0.556121,0.333333,0.866621,0.000874,0.494555,0.003072,0.523171,2e-06,0.461188,0.00034,0.52398,1.1e-05,0.361122,1e-05,0.361108,1.0,0.420444,0.006185,0.46804,0.006981,0.433985,4.7e-05,0.41911,0.005235,0.431732,1
104,0.0,0.508079,0.0,0.502066,0.0,0.360287,0.875147,0.755924,0.92606,0.758058,0.0,0.391535,0.92606,0.758058,0.0,0.352628,0.0,0.373174,0.0,0.274243,0.0,0.3418,0.03199,0.352822,0.0,0.341605,0.0,0.342005,0.0,0.48345,0.0,0.512497,0.0,0.311284,0.992017,0.781539,0.994875,0.781963,0.0,0.387095,0.994875,0.781963,5e-06,0.388664,5e-06,0.377291,1.0,0.826455,0.005478,0.558496,0.003738,0.504338,7.7e-05,0.528855,0.002683,0.504295,0.0,0.456845,0.0,0.467512,0.0,0.235412,0.0,0.416572,0.006772,0.431576,0.0,0.422373,0.0,0.429873,1
105,0.0,0.397353,0.0,0.383694,0.0,0.325954,0.875147,0.709065,0.92606,0.714695,0.0,0.355203,0.92606,0.714695,0.0,0.323508,0.0,0.341794,0.0,0.251414,0.0,0.317676,0.03199,0.328206,0.0,0.317156,0.0,0.318037,0.0,0.403529,0.0,0.404641,0.0,0.301982,0.992017,0.737896,0.994875,0.739114,0.0,0.357063,0.994875,0.739114,0.006828,0.363154,0.008499,0.365194,0.0,0.267172,0.457942,0.632605,0.212616,0.497729,0.466424,0.591088,0.209988,0.496391,0.0,0.384494,0.0,0.385495,0.0,0.240786,0.0,0.351984,0.006772,0.366144,0.0,0.366337,0.0,0.363584,1
106,0.0,0.390853,0.0,0.372472,0.0,0.319531,0.875147,0.765613,0.92606,0.773025,0.0,0.378676,0.92606,0.773025,0.0,0.346813,0.0,0.365503,0.0,0.275794,0.0,0.344586,0.03199,0.355823,0.0,0.3438,0.0,0.345217,0.0,0.410792,0.0,0.396586,0.0,0.31879,0.992017,0.79774,0.994875,0.799651,0.0,0.383284,0.994875,0.799651,0.972036,0.801203,0.999655,0.820082,0.666667,0.572044,0.686785,0.629176,0.484153,0.579643,0.822564,0.630621,0.482432,0.57839,0.0,0.393826,0.0,0.389031,0.0,0.266378,0.0,0.364012,0.006772,0.379693,0.0,0.3856,0.0,0.376523,1
107,0.0,0.498589,0.0,0.476751,0.0,0.340418,0.875147,0.834757,0.92606,0.838685,0.0,0.414543,0.92606,0.838685,0.0,0.392621,0.0,0.4155,0.0,0.302481,0.0,0.358344,0.03199,0.366478,0.0,0.355964,0.0,0.359756,0.0,0.507767,0.0,0.510742,0.0,0.316714,0.992017,0.860664,0.994875,0.859658,0.0,0.423963,0.994875,0.859658,0.329538,0.639219,0.256988,0.634188,0.333333,0.754397,0.511871,0.459538,0.2757,0.470877,0.549525,0.462998,0.273283,0.469878,0.0,0.470102,0.0,0.472013,0.0,0.248475,0.0,0.381411,0.006772,0.41528,0.0,0.42497,0.0,0.413372,1
108,0.0,0.343598,0.0,0.325452,0.0,0.276192,0.875147,0.716663,0.92606,0.724425,0.0,0.357102,0.92606,0.724425,0.0,0.314319,0.0,0.330629,0.0,0.236794,0.0,0.314678,0.03199,0.326751,0.0,0.314469,0.0,0.315205,0.0,0.36525,0.0,0.34562,0.0,0.29384,0.992017,0.747739,0.994875,0.749768,0.0,0.361748,0.994875,0.749768,1.5e-05,0.174071,1.5e-05,0.153652,1.0,0.328621,0.004319,0.220512,0.003695,0.248309,4.8e-05,0.181567,0.002121,0.246255,0.0,0.350993,0.0,0.343754,0.0,0.22694,0.0,0.330423,0.006772,0.344632,0.0,0.352045,0.0,0.340891,1
109,0.0,0.336664,0.0,0.32127,0.0,0.252902,0.875147,0.604502,0.92606,0.608689,0.0,0.304419,0.92606,0.608689,0.0,0.270055,0.0,0.286053,0.0,0.18457,0.0,0.242956,0.03199,0.250723,0.0,0.241735,0.0,0.243717,0.0,0.345737,0.0,0.348292,0.0,0.226056,0.992017,0.62589,0.994875,0.625152,0.0,0.311213,0.994875,0.625152,0.0,0.184056,0.0,0.172688,0.0,0.163528,0.0,0.095456,0.003327,0.165286,0.0,0.094158,0.0,0.163451,0.0,0.319403,0.0,0.320992,0.0,0.136102,0.0,0.268822,0.006772,0.290747,0.0,0.296887,0.0,0.288231,1
110,0.0,0.410567,0.0,0.396371,0.0,0.333274,0.875147,0.731896,0.92606,0.737498,0.0,0.368746,0.92606,0.737498,0.0,0.335296,0.0,0.354014,0.0,0.261463,0.0,0.330001,0.03199,0.340905,0.0,0.329529,0.0,0.330409,0.0,0.417181,0.0,0.416954,0.0,0.312721,0.992017,0.761239,0.994875,0.762556,0.0,0.370531,0.994875,0.762556,0.0,0.246085,0.0,0.236627,0.0,0.272163,0.0,0.207079,0.003327,0.28498,0.0,0.181282,0.0,0.283061,0.0,0.397879,0.0,0.398325,0.0,0.253121,0.0,0.36448,0.006772,0.379691,0.0,0.380527,0.0,0.377105,1
111,0.0,0.38722,0.0,0.378074,0.0,0.360246,0.875147,0.712082,0.92606,0.719776,0.0,0.354812,0.92606,0.719776,0.0,0.325258,0.0,0.34308,0.0,0.277475,0.0,0.353401,0.03199,0.366372,0.0,0.353888,0.0,0.352981,0.0,0.390705,0.0,0.39059,0.0,0.338909,0.992017,0.747027,0.994875,0.750376,0.0,0.351775,0.994875,0.750376,0.0,0.257482,0.0,0.250668,0.0,0.301864,0.0,0.268094,0.003327,0.336101,0.0,0.224165,0.0,0.334127,0.0,0.384977,0.0,0.385266,0.0,0.294457,0.0,0.374854,0.006772,0.380935,0.0,0.374642,0.0,0.378171,1
112,0.0,0.38786,0.0,0.379305,0.0,0.38243,0.875147,0.625264,0.92606,0.629027,0.0,0.309897,0.92606,0.629027,0.0,0.305211,0.0,0.324634,0.0,0.295796,0.0,0.298292,0.03199,0.303473,0.0,0.295683,0.0,0.298611,0.0,0.388271,0.0,0.408168,0.0,0.277758,0.992017,0.648357,0.994875,0.648819,0.0,0.310824,0.994875,0.648819,0.0,0.332981,0.0,0.322122,0.0,0.391601,0.0,0.266758,0.003327,0.32979,0.0,0.261082,0.0,0.328661,0.0,0.371836,0.0,0.380679,0.0,0.223696,0.0,0.33422,0.006772,0.347771,0.0,0.342179,0.0,0.346345,1
113,0.0,0.340869,0.0,0.336634,0.0,0.385375,0.875147,0.653616,0.92606,0.663769,0.0,0.325691,0.92606,0.663769,0.0,0.300156,0.0,0.316355,0.0,0.300018,0.0,0.384636,0.03199,0.398971,0.0,0.385376,0.0,0.383363,0.0,0.342641,0.0,0.342042,0.0,0.367606,0.992017,0.694876,0.994875,0.699991,0.0,0.318715,0.994875,0.699991,0.0,0.293929,0.0,0.292237,0.666667,0.566024,0.002004,0.407963,0.003327,0.414991,1e-05,0.325769,0.000917,0.413104,0.0,0.351088,0.0,0.350785,0.0,0.333348,0.0,0.361602,0.006772,0.359249,0.0,0.345614,0.0,0.356338,1
114,0.0,0.335431,0.0,0.326622,0.0,0.470304,0.875147,0.57494,0.92606,0.579156,0.0,0.287825,0.92606,0.579156,0.0,0.278008,0.0,0.295636,0.0,0.407028,0.0,0.276794,0.03199,0.279429,0.0,0.272238,0.0,0.277433,0.0,0.341685,0.0,0.355689,0.0,0.286458,0.992017,0.596082,0.994875,0.596719,0.0,0.289933,0.994875,0.596719,0.000216,0.379947,0.000197,0.360912,1.0,0.775843,0.313246,0.493299,0.108134,0.408939,0.234475,0.45009,0.105157,0.407837,0.0,0.329416,0.0,0.33576,0.0,0.230588,0.0,0.301802,0.006772,0.313659,0.0,0.310401,0.0,0.311846,1
115,1e-06,0.416642,1e-06,0.401914,1.0,0.908234,0.875511,0.73608,0.926336,0.741232,1.6e-05,0.368464,0.926336,0.741232,3e-06,0.336719,4e-06,0.355714,1.0,0.912463,0.02121,0.386883,0.027498,0.381516,0.000491,0.372982,0.025213,0.388783,0.0,0.422966,0.0,0.424071,0.333333,0.536045,0.991827,0.763817,0.994735,0.76505,2.4e-05,0.370961,0.994735,0.76505,0.587111,0.779214,0.55561,0.754358,0.666667,0.804827,0.647035,0.757421,0.427912,0.696707,0.772668,0.775658,0.426003,0.695793,0.0,0.40134,0.0,0.402404,0.333333,0.542259,0.001614,0.368592,0.006177,0.380738,3e-06,0.381709,0.001116,0.379505,1
116,0.000476,0.416429,0.0004,0.397103,1.0,0.965912,0.826255,0.787658,0.882012,0.800644,0.054659,0.435108,0.882012,0.800644,0.006963,0.307885,0.004725,0.319046,1.0,1.0,0.972248,0.738917,0.970153,0.737047,0.940773,0.718135,0.969166,0.741096,0.000846,0.410694,0.000948,0.380917,1.0,0.813982,0.980812,0.862828,0.983039,0.864876,0.028889,0.422651,0.983039,0.864876,0.885925,0.924549,0.949518,0.951264,0.333333,0.722885,0.933289,0.905071,0.899028,0.941861,0.878237,0.814116,0.898691,0.941319,6.8e-05,0.378039,6.1e-05,0.366171,1.0,0.899551,0.291036,0.477973,0.178764,0.43904,0.096654,0.408739,0.173164,0.437246,1
117,0.37215,0.526006,0.407547,0.500969,0.666667,0.704745,0.894457,0.774773,0.92606,0.771902,0.123887,0.448368,0.92606,0.771902,0.937729,0.438141,1.0,0.467959,0.333333,0.742835,1.0,0.747001,0.973898,0.719894,1.0,0.714058,0.977299,0.753476,0.527147,0.555074,0.779625,0.586394,0.666667,0.659496,0.918006,0.788568,0.915441,0.781835,0.190934,0.46208,0.915441,0.781835,0.376366,0.72174,0.340553,0.744739,0.333333,0.833883,0.745838,0.744771,0.595394,0.784253,0.837143,0.642322,0.594044,0.786068,0.67767,0.510864,0.788979,0.52671,0.333333,0.700999,0.867189,0.649726,0.827966,0.612341,0.766966,0.594421,0.826793,0.612461,1
118,0.029709,0.611322,0.031777,0.594533,0.333333,0.936177,0.941168,1.0,0.970108,1.0,0.054659,0.525352,0.970108,1.0,0.015262,0.569081,0.009811,0.607604,1.0,0.913054,0.2351,0.58673,0.029847,0.575708,0.060579,0.569444,0.29237,0.589587,0.056764,0.648904,0.07827,0.684345,0.0,0.837371,0.929451,1.0,0.927127,1.0,0.167266,0.542953,0.927127,1.0,0.001433,0.53275,0.001932,0.513123,1.0,0.939836,0.07606,0.630793,0.019543,0.6295,0.014481,0.592943,0.030235,0.628905,0.113325,0.645153,0.126637,0.66105,0.333333,0.84091,0.816957,0.680067,0.6524,0.679557,0.720912,0.684279,0.65003,0.681974,1
119,1.2e-05,0.376634,1.1e-05,0.354841,1.0,0.717725,0.874788,0.627896,0.925785,0.634321,1.6e-05,0.340885,0.925785,0.634321,1.5e-05,0.283551,1.4e-05,0.300243,1.0,0.665433,0.009429,0.330736,0.030593,0.353553,9.7e-05,0.337507,0.010163,0.327007,2.3e-05,0.383022,2.8e-05,0.382015,1.0,0.722444,0.992013,0.680075,0.994866,0.677379,4.6e-05,0.334748,0.994866,0.677379,1e-06,0.301421,2e-06,0.301681,1.0,0.923373,0.001922,0.256428,0.003341,0.317312,1e-05,0.225402,0.000824,0.315382,2.1e-05,0.327383,1.9e-05,0.32778,1.0,0.748831,0.010028,0.263288,0.003793,0.275986,0.000121,0.268693,0.008862,0.279217,1
120,0.0,0.36108,0.0,0.348826,0.0,0.283816,0.875147,0.64776,0.92606,0.653005,0.0,0.342743,0.92606,0.653005,0.0,0.306254,0.0,0.324241,0.0,0.204382,0.0,0.303497,0.03199,0.314286,0.0,0.303818,0.0,0.30339,0.0,0.370686,0.0,0.373659,0.0,0.258163,0.992017,0.673033,0.994875,0.674163,0.0,0.345662,0.994875,0.674163,5e-06,0.212006,5e-06,0.200496,1.0,0.909614,0.006503,0.262681,0.003818,0.280517,0.000109,0.236566,0.003115,0.28077,0.0,0.356395,0.0,0.358118,0.0,0.193819,0.0,0.331125,0.006772,0.346086,0.0,0.345924,0.0,0.341894,1
121,0.0,0.301484,0.0,0.300859,0.0,0.260301,0.875147,0.615988,0.92606,0.624256,0.0,0.286695,0.92606,0.624256,0.0,0.282687,0.0,0.298457,0.0,0.196961,0.0,0.251147,0.03199,0.256841,0.0,0.248915,0.0,0.252276,0.0,0.306236,0.0,0.30813,0.0,0.227631,0.992017,0.630598,0.994875,0.637517,0.0,0.289917,0.994875,0.637517,0.007334,0.081669,0.009772,0.067017,0.0,0.48051,0.455062,0.345566,0.212739,0.281807,0.45955,0.306229,0.210111,0.281281,0.0,0.335451,0.0,0.336106,0.0,0.16816,0.0,0.325418,0.006772,0.336273,0.0,0.340531,0.0,0.333663,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0.875147,0.0,0.92606,0.0,0.0,0.0,0.92606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992017,0.0,0.994875,0.0,0.0,0.0,0.994875,0.0,0.94417,0.0,1.0,0.0,0.666667,0.114751,0.64213,0.062734,0.430305,0.0,0.752869,0.057043,0.428403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006772,0.0,0.0,0.0,0.0,0.0,1
123,0.0,0.07222,0.0,0.100702,0.0,0.144925,0.875147,0.345197,0.92606,0.35946,0.0,0.121297,0.92606,0.35946,0.0,0.181986,0.0,0.192281,0.0,0.087738,0.0,0.142379,0.03199,0.144395,0.0,0.140739,0.0,0.143146,0.0,0.075345,0.0,0.078478,0.0,0.105506,0.992017,0.34069,0.994875,0.358761,0.0,0.124327,0.994875,0.358761,0.271177,0.156511,0.237766,0.146791,0.333333,0.629129,0.453138,0.0914,0.222066,0.109944,0.448223,0.092433,0.219469,0.110612,0.0,0.209318,0.0,0.209297,0.0,0.046184,0.0,0.219305,0.006772,0.22484,0.0,0.229276,0.0,0.222236,1
124,0.0,0.32881,0.0,0.317111,0.0,0.541423,0.875147,0.274901,0.92606,0.264318,0.0,0.472733,0.92606,0.264318,0.0,0.283769,0.0,0.300342,0.0,0.192528,0.0,0.284282,0.03199,0.295144,0.0,0.284955,0.0,0.283854,0.0,0.339518,0.0,0.340867,0.0,0.49443,0.992017,0.252382,0.994875,0.252108,0.0,0.476064,0.994875,0.252108,2.7e-05,0.214438,2.6e-05,0.197091,1.0,0.713223,0.006475,0.178986,0.003952,0.229459,0.000108,0.157867,0.003101,0.228924,0.0,0.326297,0.0,0.327231,0.0,0.147612,0.0,0.307234,0.006772,0.321308,0.0,0.322036,0.0,0.317277,1
