segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_am_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_am_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_am_demodulated,m1_speed_rms_baseband,m1_speed_rms_am_demodulated,m1_speed_mean_baseband,m1_speed_mean_am_demodulated,m1_speed_variance_baseband,m1_speed_variance_am_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_am_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_am_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_am_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_am_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_am_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_am_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_am_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_am_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_am_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_am_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_am_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_am_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_am_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_am_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_am_demodulated,current_state_binary
40,2023-02-06T14:28:10.000000000,2023-02-06T14:29:08.000000000,0.0,0.336355,0.0,0.342868,0.0,0.171465,0.813854,0.76972,0.889665,0.788359,0.0,0.276528,0.889665,0.788359,0.0,0.352719,0.0,0.359924,0.0,0.331169,0.0,0.359367,0.079554,0.39134,0.0,0.360276,0.0,0.371419,0.0,0.284415,0.0,0.282074,0.0,0.28603,0.0,0.22128,0.005896,0.297034,0.0,0.252255,0.0,0.294029,1
41,2023-02-06T14:28:40.000000000,2023-02-06T14:29:38.000000000,0.0,0.378736,0.0,0.383046,0.0,0.275485,0.813854,0.804955,0.889665,0.821155,0.0,0.304647,0.889665,0.821155,0.0,0.425698,0.0,0.434536,0.0,0.424518,0.0,0.4279,0.079554,0.453025,0.0,0.424946,0.0,0.441223,0.0,0.330975,0.0,0.335941,0.0,0.400994,0.0,0.310559,0.005896,0.387472,0.0,0.311341,0.0,0.384931,1
42,2023-02-06T14:29:10.000000000,2023-02-06T14:30:08.000000000,0.0,0.287916,0.0,0.288305,0.0,0.258371,0.813854,0.686496,0.889665,0.701021,0.0,0.255261,0.889665,0.701021,0.0,0.325039,0.0,0.334792,0.0,0.443755,0.0,0.455692,0.079554,0.472821,0.0,0.456248,0.0,0.464978,0.0,0.302133,0.0,0.295034,0.0,0.24663,0.0,0.322023,0.005896,0.351986,0.0,0.349146,0.0,0.349624,1
43,2023-02-06T14:29:40.000000000,2023-02-06T14:30:38.000000000,0.0,0.310448,0.0,0.306853,0.0,0.475557,0.813804,0.700039,0.889625,0.717942,1e-06,0.258724,0.889625,0.717942,0.0,0.448727,0.0,0.457895,0.0,0.618565,0.001702,0.462094,0.078666,0.463283,3e-06,0.446755,0.000965,0.476026,0.0,0.309891,0.0,0.321075,0.0,0.640347,0.000241,0.333943,0.005784,0.407863,0.0,0.295701,0.000113,0.40662,1
44,2023-02-06T14:30:10.000000000,2023-02-06T14:31:08.000000000,6.2e-05,0.302612,4.1e-05,0.303996,1.0,0.711693,0.811745,0.697566,0.887905,0.708853,0.000867,0.271766,0.887905,0.708853,7.1e-05,0.331965,6e-05,0.345223,1.0,0.875503,0.056236,0.621367,0.070463,0.602092,0.003444,0.608939,0.069185,0.631574,1e-06,0.310826,1e-06,0.302924,1.0,0.786135,0.004177,0.438975,0.005169,0.423586,4e-05,0.453607,0.001711,0.422687,0
45,2023-02-06T14:30:40.000000000,2023-02-06T14:31:38.000000000,0.064315,0.343997,0.060131,0.344276,0.666667,0.548188,0.835991,0.718536,0.893568,0.715377,0.118923,0.319928,0.893568,0.715377,0.056018,0.425354,0.081787,0.450095,1.0,0.824172,0.997528,0.951,0.927161,0.937076,0.991198,0.966133,0.937947,0.949133,0.064523,0.301644,0.051218,0.296051,0.333333,0.5061,0.580783,0.705472,0.389136,0.631869,0.520631,0.658771,0.385513,0.630638,0
46,2023-02-06T14:31:10.000000000,2023-02-06T14:32:08.000000000,0.160093,0.38188,0.110175,0.352696,0.333333,0.304176,0.833799,0.688859,0.891593,0.687655,0.120902,0.301374,0.891593,0.687655,1.0,0.766191,1.0,0.788642,0.666667,0.625491,0.998614,0.900619,0.930268,0.895165,0.99286,0.917016,0.940818,0.899471,0.403599,0.349734,0.468827,0.383074,0.333333,0.517869,0.922151,0.733521,0.887152,0.772513,0.540046,0.527669,0.886483,0.771921,1
47,2023-02-06T14:31:40.000000000,2023-02-06T14:32:38.000000000,0.001162,0.306817,0.000794,0.285471,1.0,0.442337,0.80935,0.650518,0.885801,0.662314,0.002754,0.242071,0.885801,0.662314,0.001656,0.575774,0.001227,0.589776,1.0,0.611039,0.073031,0.564789,0.073727,0.564074,0.005823,0.562217,0.091215,0.573047,0.989217,0.418946,1.0,0.436959,0.333333,0.475514,0.827087,0.573591,0.631836,0.591062,0.877275,0.484845,0.629652,0.589789,1
48,2023-02-06T14:32:10.000000000,2023-02-06T14:33:08.000000000,1e-06,0.31477,1e-06,0.322867,1.0,0.360361,0.813641,0.742265,0.889496,0.759752,4e-06,0.268998,0.889496,0.759752,0.0,0.336738,0.0,0.347048,0.333333,0.486667,0.002609,0.442621,0.078823,0.461002,7e-06,0.438877,0.001962,0.453934,0.07002,0.35491,0.080231,0.358555,0.0,0.716798,0.413541,0.389998,0.134272,0.399651,0.374191,0.414184,0.129137,0.397606,1
49,2023-02-06T14:32:40.000000000,2023-02-06T14:33:38.000000000,0.0,0.245868,0.0,0.245848,0.0,0.086539,0.813854,0.65034,0.889665,0.671405,0.0,0.215144,0.889665,0.671405,0.0,0.324831,0.0,0.332303,0.0,0.323268,0.0,0.331136,0.079554,0.354034,0.0,0.329861,0.0,0.341134,1.1e-05,0.220955,1.3e-05,0.216118,1.0,0.788428,0.003665,0.127975,0.005734,0.231924,3.2e-05,0.149607,0.001469,0.229974,1
50,2023-02-06T14:33:10.000000000,2023-02-06T14:34:08.000000000,0.0,0.305032,0.0,0.310661,0.0,0.151382,0.813854,0.731718,0.889665,0.751672,0.0,0.256413,0.889665,0.751672,0.0,0.334195,0.0,0.340965,0.0,0.311823,0.0,0.34058,0.079554,0.371903,0.0,0.341173,0.0,0.351996,0.0,0.263742,0.0,0.261081,0.0,0.29497,0.0,0.194468,0.005896,0.271882,0.0,0.224952,0.0,0.268878,1
51,2023-02-06T14:33:40.000000000,2023-02-06T14:34:38.000000000,0.0,0.409625,0.0,0.417968,0.0,0.179891,0.813952,0.851222,0.889741,0.866896,3e-06,0.32481,0.889741,0.866896,0.0,0.414159,0.0,0.420988,0.0,0.295818,0.002105,0.410167,0.078019,0.452087,5e-06,0.415824,0.001668,0.422778,0.0,0.349315,0.0,0.354518,0.333333,0.400542,0.000296,0.335491,0.005755,0.393074,0.0,0.347549,0.000142,0.390322,1
52,2023-02-06T14:34:10.000000000,2023-02-06T14:35:08.000000000,9.9e-05,0.300779,6.5e-05,0.301542,1.0,0.31955,0.815523,0.704761,0.890764,0.72169,0.001875,0.254918,0.890764,0.72169,0.000117,0.340616,9.2e-05,0.347581,1.0,0.421459,0.063583,0.398474,0.054976,0.414225,0.004337,0.392156,0.079277,0.412978,1e-06,0.371545,1e-06,0.363217,1.0,0.626746,0.005152,0.330845,0.004676,0.365617,6e-05,0.367572,0.002156,0.363942,0
53,2023-02-06T14:34:40.000000000,2023-02-06T14:35:38.000000000,0.089524,0.382644,0.077891,0.370194,0.666667,0.476371,0.832521,0.74413,0.890687,0.753531,0.119914,0.302168,0.890687,0.753531,0.152662,0.594736,0.169648,0.599806,0.333333,0.55193,0.998174,0.651133,0.946559,0.658165,0.98816,0.648992,0.95705,0.665643,0.083571,0.408641,0.063057,0.438534,0.333333,0.486657,0.571473,0.621593,0.393098,0.643861,0.489389,0.501739,0.389498,0.644095,0
54,2023-02-06T14:35:10.000000000,2023-02-06T14:36:08.000000000,0.151198,0.406577,0.105428,0.379164,0.333333,0.422759,0.829957,0.738549,0.888642,0.746216,0.119914,0.303003,0.888642,0.746216,0.935321,0.765744,0.906294,0.767382,0.666667,0.681779,0.998174,0.722902,0.946559,0.718527,0.98816,0.723508,0.95705,0.735695,0.423164,0.714279,0.509475,0.752244,0.333333,0.554279,0.953549,0.87524,0.92285,0.913982,0.557665,0.726602,0.922392,0.913782,1
55,2023-02-06T14:35:40.000000000,2023-02-06T14:36:38.000000000,0.000789,0.331723,0.000485,0.336429,1.0,0.779518,0.812731,0.759327,0.888565,0.77845,0.001875,0.273709,0.888565,0.77845,0.001096,0.41568,0.00089,0.420554,1.0,0.860701,0.063583,0.454417,0.054976,0.423651,0.004337,0.424646,0.079277,0.47468,1.0,1.0,0.980166,1.0,0.333333,0.521053,0.804551,0.903585,0.595977,0.835596,0.872977,0.989645,0.59358,0.833845,1
56,2023-02-06T14:36:10.000000000,2023-02-06T14:37:08.000000000,0.0,0.375361,0.0,0.383498,1.0,0.850971,0.813757,0.811776,0.889588,0.827964,3e-06,0.30443,0.889588,0.827964,0.0,0.377246,0.0,0.386559,0.0,0.639848,0.002105,0.440729,0.078019,0.445825,5e-06,0.425119,0.001668,0.458934,0.018115,0.672606,0.020619,0.672063,0.0,0.295395,0.254187,0.719272,0.067473,0.617201,0.146001,0.738142,0.073484,0.620101,1
57,2023-02-06T14:36:40.000000000,2023-02-06T14:37:38.000000000,0.0,0.239108,0.0,0.228585,0.0,0.423208,0.813854,0.608412,0.889665,0.626562,0.0,0.207093,0.889665,0.626562,0.0,0.410143,0.0,0.415272,0.0,0.332163,0.0,0.416054,0.079554,0.436385,0.0,0.418881,0.0,0.424921,6e-06,0.257601,9e-06,0.265215,1.0,0.320001,0.003237,0.380363,0.006066,0.379604,2.5e-05,0.295003,0.001289,0.382653,1
58,2023-02-06T14:37:10.000000000,2023-02-06T14:38:08.000000000,0.0,0.265401,0.0,0.270997,0.0,0.315718,0.813854,0.681139,0.889665,0.702359,0.0,0.23389,0.889665,0.702359,0.0,0.312299,0.0,0.320335,0.0,0.446298,0.0,0.375709,0.079554,0.388543,0.0,0.367132,0.0,0.388786,0.0,0.40607,0.0,0.404806,0.0,0.401189,0.0,0.360666,0.005896,0.385757,0.0,0.399352,0.0,0.383191,1
59,2023-02-06T14:37:40.000000000,2023-02-06T14:38:38.000000000,0.0,0.331885,0.0,0.332265,0.0,0.231642,0.813854,0.746615,0.889665,0.763242,0.0,0.270974,0.889665,0.763242,0.0,0.396468,0.0,0.403394,0.0,0.34518,0.0,0.399273,0.079554,0.429174,0.0,0.401912,0.0,0.41099,0.0,0.291052,0.0,0.291954,0.0,0.29165,0.0,0.285813,0.005896,0.348733,0.0,0.277611,0.0,0.347152,1
60,2023-02-06T14:38:10.000000000,2023-02-06T14:39:08.000000000,0.0,0.16872,0.0,0.170288,0.0,0.086104,0.813854,0.566774,0.889665,0.59272,0.0,0.168297,0.889665,0.59272,0.0,0.253883,0.0,0.258477,0.0,0.251322,0.0,0.265704,0.079554,0.290049,0.0,0.264288,0.0,0.273872,0.0,0.179033,0.0,0.174826,0.0,0.178917,0.0,0.097534,0.005896,0.169447,0.0,0.125698,0.0,0.1667,1
61,2023-02-06T14:38:40.000000000,2023-02-06T14:39:38.000000000,0.0,0.204226,0.0,0.211757,0.0,0.062165,0.813854,0.622733,0.889665,0.649008,0.0,0.193323,0.889665,0.649008,0.0,0.24367,0.0,0.248892,0.0,0.246837,0.0,0.25404,0.079554,0.281619,0.0,0.252021,0.0,0.263238,0.0,0.193921,0.0,0.188521,0.0,0.19495,0.0,0.07702,0.005896,0.15883,0.0,0.129586,0.0,0.155285,1
62,2023-02-06T14:39:10.000000000,2023-02-06T14:40:08.000000000,0.0,0.257573,0.0,0.2606,0.0,0.022515,0.813854,0.675546,0.889665,0.697556,0.0,0.223116,0.889665,0.697556,0.0,0.305222,0.0,0.309669,0.0,0.207314,0.0,0.27572,0.079554,0.31398,0.0,0.280203,0.0,0.284883,0.0,0.155291,0.0,0.149946,0.0,0.198948,0.0,0.059055,0.005896,0.16155,0.0,0.088129,0.0,0.158727,1
63,2023-02-06T14:39:40.000000000,2023-02-06T14:40:38.000000000,0.0,0.221877,0.0,0.232717,0.0,0.054917,0.813854,0.651164,0.889665,0.677693,0.0,0.205461,0.889665,0.677693,0.0,0.237095,0.0,0.242622,0.0,0.246069,0.0,0.245404,0.079554,0.275363,0.0,0.242663,0.0,0.255205,0.0,0.206161,0.0,0.201261,0.0,0.20267,0.0,0.070669,0.005896,0.1545,0.0,0.137903,0.0,0.150505,1
64,2023-02-06T14:40:10.000000000,2023-02-06T14:41:08.000000000,0.0,0.245648,0.0,0.248803,0.0,0.065121,0.813854,0.660754,0.889665,0.683211,0.0,0.21637,0.889665,0.683211,0.0,0.298529,0.0,0.3034,0.0,0.241109,0.0,0.28629,0.079554,0.319664,0.0,0.288479,0.0,0.295718,0.0,0.186605,0.0,0.181898,0.0,0.209993,0.0,0.098979,0.005896,0.188078,0.0,0.129005,0.0,0.185287,1
65,2023-02-06T14:40:40.000000000,2023-02-06T14:41:38.000000000,0.0,0.229795,0.0,0.233368,0.0,0.111588,0.813854,0.641139,0.889665,0.664453,0.0,0.207865,0.889665,0.664453,0.0,0.290163,0.0,0.295726,0.0,0.274872,0.0,0.299166,0.079554,0.326706,0.0,0.298792,0.0,0.308799,0.0,0.215442,0.0,0.211924,0.0,0.217846,0.0,0.138955,0.005896,0.214849,0.0,0.167656,0.0,0.212011,1
66,2023-02-06T14:41:10.000000000,2023-02-06T14:42:08.000000000,0.0,0.265964,0.0,0.270955,0.0,0.183227,0.813854,0.6828,0.889665,0.704631,0.0,0.232699,0.889665,0.704631,0.0,0.312009,0.0,0.319011,0.0,0.329431,0.0,0.336203,0.079554,0.361465,0.0,0.334044,0.0,0.34737,0.0,0.271193,0.0,0.269614,0.0,0.255846,0.0,0.210259,0.005896,0.275073,0.0,0.238586,0.0,0.272011,1
67,2023-02-06T14:41:40.000000000,2023-02-06T14:42:38.000000000,0.0,0.324492,0.0,0.32388,0.0,0.204092,0.813854,0.738735,0.889665,0.75511,0.0,0.267325,0.889665,0.75511,0.0,0.382706,0.0,0.389773,0.0,0.340364,0.0,0.389168,0.079554,0.4198,0.0,0.391977,0.0,0.401068,0.0,0.273688,0.0,0.270508,0.0,0.286222,0.0,0.252098,0.005896,0.326195,0.0,0.251991,0.0,0.323994,1
68,2023-02-06T14:42:10.000000000,2023-02-06T14:43:08.000000000,0.0,0.296161,0.0,0.30229,0.0,0.22827,0.813854,0.718193,0.889665,0.738909,0.0,0.253433,0.889665,0.738909,0.0,0.3306,0.0,0.338672,0.0,0.361812,0.0,0.36251,0.079554,0.387014,0.0,0.35955,0.0,0.374771,0.0,0.305202,0.0,0.30504,0.0,0.28398,0.0,0.25421,0.005896,0.31438,0.0,0.281047,0.0,0.311126,1
69,2023-02-06T14:42:40.000000000,2023-02-06T14:43:38.000000000,0.0,0.218469,0.0,0.217765,0.0,0.130468,0.813854,0.617109,0.889665,0.639236,0.0,0.199875,0.889665,0.639236,0.0,0.303098,0.0,0.308557,0.0,0.280985,0.0,0.314889,0.079554,0.340898,0.0,0.315448,0.0,0.324232,0.0,0.204946,0.0,0.200296,0.0,0.215216,0.0,0.15232,0.005896,0.226801,0.0,0.163795,0.0,0.224391,1
70,2023-02-06T14:43:10.000000000,2023-02-06T14:44:08.000000000,0.0,0.19619,0.0,0.19859,0.0,0.096695,0.813854,0.600351,0.889665,0.625085,0.0,0.186074,0.889665,0.625085,0.0,0.270082,0.0,0.275137,0.0,0.260399,0.0,0.280748,0.079554,0.306665,0.0,0.279795,0.0,0.289618,0.0,0.194149,0.0,0.190295,0.0,0.196522,0.0,0.114641,0.005896,0.189471,0.0,0.142943,0.0,0.186651,1
71,2023-02-06T14:43:40.000000000,2023-02-06T14:44:38.000000000,0.0,0.214698,0.0,0.221876,0.0,0.074481,0.813854,0.632349,0.889665,0.658045,0.0,0.198499,0.889665,0.658045,0.0,0.261387,0.0,0.266652,0.0,0.255911,0.0,0.268024,0.079554,0.296057,0.0,0.266271,0.0,0.27735,0.0,0.211536,0.0,0.209618,0.0,0.203318,0.0,0.10671,0.005896,0.183253,0.0,0.154047,0.0,0.179998,1
72,2023-02-06T14:44:10.000000000,2023-02-06T14:45:08.000000000,0.0,0.181503,0.0,0.183001,0.0,0.000362,0.813854,0.586887,0.889665,0.611698,0.0,0.173204,0.889665,0.611698,0.0,0.259061,0.0,0.262343,0.0,0.201668,0.0,0.246175,0.079554,0.277819,0.0,0.248436,0.0,0.253754,0.0,0.14555,0.0,0.138612,0.0,0.160273,0.0,0.044599,0.005896,0.135096,0.0,0.079196,0.0,0.132723,1
73,2023-02-06T14:44:40.000000000,2023-02-06T14:45:38.000000000,0.0,0.215146,0.0,0.224807,0.0,0.049494,0.813854,0.639027,0.889665,0.665852,0.0,0.198622,0.889665,0.665852,0.0,0.251775,0.0,0.256926,0.0,0.249341,0.0,0.254991,0.079554,0.283845,0.0,0.252589,0.0,0.264336,0.0,0.218964,0.0,0.219178,0.0,0.199119,0.0,0.098663,0.005896,0.174536,0.0,0.157538,0.0,0.171069,1
74,2023-02-06T14:45:10.000000000,2023-02-06T14:46:08.000000000,0.0,0.258416,0.0,0.262467,0.0,0.075395,0.813854,0.679152,0.889665,0.700731,0.0,0.223866,0.889665,0.700731,0.0,0.304981,0.0,0.31002,0.0,0.260083,0.0,0.298371,0.079554,0.331257,0.0,0.30027,0.0,0.308209,0.0,0.212961,0.0,0.208092,0.0,0.217146,0.0,0.127489,0.005896,0.212667,0.0,0.161764,0.0,0.210048,1
75,2023-02-06T14:45:40.000000000,2023-02-06T14:46:38.000000000,0.0,0.236634,0.0,0.240198,0.0,0.118892,0.813854,0.649231,0.889665,0.672211,0.0,0.212225,0.889665,0.672211,0.0,0.294667,0.0,0.300364,0.0,0.278611,0.0,0.303601,0.079554,0.331464,0.0,0.303346,0.0,0.313432,0.0,0.219955,0.0,0.21663,0.0,0.222559,0.0,0.144277,0.005896,0.220513,0.0,0.173084,0.0,0.217659,1
76,2023-02-06T14:46:10.000000000,2023-02-06T14:47:08.000000000,0.0,0.297707,0.0,0.303067,0.0,0.216316,0.813854,0.717529,0.889665,0.738354,0.0,0.254632,0.889665,0.738354,0.0,0.332258,0.0,0.339943,0.0,0.338134,0.0,0.351658,0.079554,0.378817,0.0,0.349964,0.0,0.363669,0.0,0.278849,0.0,0.278074,0.0,0.288381,0.0,0.222496,0.005896,0.289633,0.0,0.246212,0.0,0.286276,1
77,2023-02-06T14:46:40.000000000,2023-02-06T14:47:38.000000000,0.0,0.339938,0.0,0.338902,0.0,0.28335,0.813854,0.755111,0.889665,0.770113,0.0,0.279217,0.889665,0.770113,0.0,0.381954,0.0,0.389674,0.0,0.346612,0.0,0.395273,0.079554,0.426319,0.0,0.398018,0.0,0.40769,0.0,0.260263,0.0,0.250505,0.0,0.316495,0.0,0.241787,0.005896,0.322807,0.0,0.237205,0.0,0.320375,1
78,2023-02-06T14:47:10.000000000,2023-02-06T14:48:08.000000000,0.0,0.275587,0.0,0.280005,0.0,0.278904,0.813854,0.682394,0.889665,0.704992,0.0,0.244729,0.889665,0.704992,0.0,0.321939,0.0,0.330135,0.0,0.347973,0.0,0.351775,0.079554,0.374977,0.0,0.348287,0.0,0.363745,0.0,0.273489,0.0,0.273585,0.0,0.324593,0.0,0.227761,0.005896,0.28501,0.0,0.242188,0.0,0.281298,1
79,2023-02-06T14:47:40.000000000,2023-02-06T14:48:38.000000000,0.0,0.269186,0.0,0.268066,0.0,0.389299,0.813854,0.673957,0.889665,0.692983,0.0,0.233386,0.889665,0.692983,0.0,0.329137,0.0,0.335722,0.0,0.306195,0.0,0.344675,0.079554,0.372435,0.0,0.345828,0.0,0.355258,0.0,0.216608,0.0,0.206811,0.0,0.321191,0.0,0.178339,0.005896,0.258556,0.0,0.180765,0.0,0.256133,1
80,2023-02-06T14:48:10.000000000,2023-02-06T14:49:08.000000000,1e-06,0.316415,1e-06,0.322312,1.0,0.795345,0.81446,0.746637,0.890137,0.765837,4.5e-05,0.263847,0.890137,0.765837,0.0,0.340968,0.0,0.347888,0.0,0.318209,0.0,0.345645,0.079554,0.377528,0.0,0.346208,0.0,0.357509,0.0,0.27129,0.0,0.268892,0.333333,0.546214,0.000641,0.206513,0.005606,0.280858,1e-06,0.234376,0.000292,0.278311,0
81,2023-02-06T14:48:40.000000000,2023-02-06T14:49:38.000000000,0.001162,0.259295,0.000712,0.273734,1.0,0.763555,0.774295,0.673084,0.852041,0.701795,0.054564,0.253189,0.852041,0.701795,0.0,0.297933,0.0,0.303554,0.0,0.280077,0.0,0.293605,0.079554,0.325682,0.0,0.292734,0.0,0.304403,2.4e-05,0.280695,2.9e-05,0.292905,1.0,0.815705,0.160247,0.23045,0.073333,0.252431,0.052245,0.24676,0.067837,0.24948,0
82,2023-02-06T14:49:10.000000000,2023-02-06T14:50:08.000000000,0.160228,0.267236,0.110225,0.266056,0.333333,0.427093,0.830059,0.64786,0.888527,0.666537,0.121626,0.246163,0.888527,0.666537,0.0,0.286952,0.0,0.290168,0.0,0.216128,0.0,0.267394,0.079554,0.304473,0.0,0.271797,0.0,0.275745,0.205374,0.247757,0.166783,0.243856,0.333333,0.735204,0.62548,0.343663,0.503388,0.37325,0.457188,0.286709,0.500442,0.372706,0
