station,source,signal_col,scheme,SNR_dB,BER
HBW_1,features,current_task_duration_psd_mean_energy,FSK,25.091,0.472
HBW_1,features,current_task_duration_psd_peak_freq,FSK,24.992,0.504
HBW_1,features,current_task_duration_rms,FSK,25.15,0.464
HBW_1,features,current_task_duration_mean,FSK,25.15,0.464
HBW_1,features,current_task_duration_variance,FSK,25.15,0.464
HBW_1,features,current_task_duration_fft_peak,FSK,25.15,0.464
HBW_1,filtered,i4_light_barrier,PSK,22.98,0.0
HBW_1,filtered,m1_speed,PSK,22.98,0.0
HBW_1,filtered,m2_speed,PSK,22.98,0.0
HBW_1,filtered,m3_speed,PSK,22.98,0.0
HBW_1,filtered,current_task,PSK,22.98,0.0
HBW_1,filtered,current_task_duration,PSK,22.98,0.0
HBW_1,filtered,current_sub_task,PSK,22.98,0.0
HBW_1,filtered,i1_light_barrier,PSK,22.98,0.0
HBW_1,filtered,i2_light_barrier,PSK,22.98,0.0
HBW_1,filtered,i3_light_barrier,PSK,22.98,0.0
HBW_1,filtered,i5_pos_switch,PSK,22.98,0.0
HBW_1,filtered,i6_pos_switch,PSK,22.98,0.0
HBW_1,filtered,i7_pos_switch,PSK,22.98,0.0
HBW_1,filtered,i8_pos_switch,PSK,22.98,0.0
HBW_1,filtered,m4_speed,PSK,22.98,0.0
HBW_1,filtered,current_pos_x,PSK,22.98,0.0
HBW_1,filtered,current_pos_y,PSK,22.98,0.0
HBW_1,filtered,target_pos_x,PSK,22.98,0.0
HBW_1,filtered,target_pos_y,PSK,22.98,0.0
HBW_1,filtered,amount_of_workpieces,PSK,22.98,0.0
HBW_1,features,m1_speed_psd_peak,PSK,25.091,0.0
HBW_1,features,m1_speed_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,m1_speed_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,m1_speed_rms,PSK,25.091,0.0
HBW_1,features,m1_speed_mean,PSK,25.091,0.0
HBW_1,features,m1_speed_variance,PSK,25.091,0.0
HBW_1,features,m1_speed_fft_peak,PSK,25.091,0.0
HBW_1,features,m2_speed_psd_peak,PSK,25.091,0.0
HBW_1,features,m2_speed_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,m2_speed_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,m2_speed_rms,PSK,25.091,0.0
HBW_1,features,m2_speed_mean,PSK,25.091,0.0
HBW_1,features,m2_speed_variance,PSK,25.091,0.0
HBW_1,features,m2_speed_fft_peak,PSK,25.091,0.0
HBW_1,features,m3_speed_psd_peak,PSK,25.091,0.0
HBW_1,features,m3_speed_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,m3_speed_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,m3_speed_rms,PSK,25.091,0.0
HBW_1,features,m3_speed_mean,PSK,25.091,0.0
HBW_1,features,m3_speed_variance,PSK,25.091,0.0
HBW_1,features,m3_speed_fft_peak,PSK,25.091,0.0
HBW_1,features,m4_speed_psd_peak,PSK,25.091,0.0
HBW_1,features,m4_speed_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,m4_speed_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,m4_speed_rms,PSK,25.091,0.0
HBW_1,features,m4_speed_mean,PSK,25.091,0.0
HBW_1,features,m4_speed_variance,PSK,25.091,0.0
HBW_1,features,m4_speed_fft_peak,PSK,25.091,0.0
HBW_1,features,current_pos_x_psd_peak,PSK,25.091,0.0
HBW_1,features,current_pos_x_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,current_pos_x_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,current_pos_x_rms,PSK,25.091,0.0
HBW_1,features,current_pos_x_mean,PSK,25.091,0.0
HBW_1,features,current_pos_x_variance,PSK,25.091,0.0
HBW_1,features,current_pos_x_fft_peak,PSK,25.091,0.0
HBW_1,features,current_pos_y_psd_peak,PSK,25.091,0.0
HBW_1,features,current_pos_y_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,current_pos_y_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,current_pos_y_rms,PSK,25.091,0.0
HBW_1,features,current_pos_y_mean,PSK,25.091,0.0
HBW_1,features,current_pos_y_variance,PSK,25.091,0.0
HBW_1,features,current_pos_y_fft_peak,PSK,25.091,0.0
HBW_1,features,target_pos_x_psd_peak,PSK,25.091,0.0
HBW_1,features,target_pos_x_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,target_pos_x_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,target_pos_x_rms,PSK,25.091,0.0
HBW_1,features,target_pos_x_mean,PSK,25.091,0.0
HBW_1,features,target_pos_x_variance,PSK,25.091,0.0
HBW_1,features,target_pos_x_fft_peak,PSK,25.091,0.0
HBW_1,features,target_pos_y_psd_peak,PSK,25.091,0.0
HBW_1,features,target_pos_y_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,target_pos_y_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,target_pos_y_rms,PSK,25.091,0.0
HBW_1,features,target_pos_y_mean,PSK,25.091,0.0
HBW_1,features,target_pos_y_variance,PSK,25.091,0.0
HBW_1,features,target_pos_y_fft_peak,PSK,25.091,0.0
HBW_1,features,current_task_duration_psd_peak,PSK,25.091,0.0
HBW_1,features,current_task_duration_psd_mean_energy,PSK,25.091,0.0
HBW_1,features,current_task_duration_psd_peak_freq,PSK,25.091,0.0
HBW_1,features,current_task_duration_rms,PSK,25.091,0.0
HBW_1,features,current_task_duration_mean,PSK,25.091,0.0
HBW_1,features,current_task_duration_variance,PSK,25.091,0.0
HBW_1,features,current_task_duration_fft_peak,PSK,25.091,0.0
MM_1,filtered,i1_pos_switch,AM,28.023,
MM_1,filtered,i2_pos_switch,AM,22.996,
MM_1,filtered,i3_pos_switch,AM,23.086,
MM_1,filtered,i4_light_barrier,AM,22.991,
MM_1,filtered,m1_speed,AM,26.209,
MM_1,filtered,m2_speed,AM,24.004,
MM_1,filtered,m3_speed,AM,27.601,
MM_1,filtered,o7_valve,AM,23.001,
MM_1,filtered,o8_compressor,AM,24.26,
MM_1,filtered,current_task,AM,23.175,
MM_1,filtered,current_task_duration,AM,23.723,
MM_1,filtered,current_sub_task,AM,23.109,
MM_1,features,m1_speed_psd_peak,AM,25.402,
MM_1,features,m1_speed_psd_mean_energy,AM,25.424,
MM_1,features,m1_speed_psd_peak_freq,AM,26.823,
MM_1,features,m1_speed_rms,AM,29.658,
MM_1,features,m1_speed_mean,AM,29.846,
MM_1,features,m1_speed_variance,AM,25.411,
MM_1,features,m1_speed_fft_peak,AM,29.846,
MM_1,features,m2_speed_psd_peak,AM,25.384,
MM_1,features,m2_speed_psd_mean_energy,AM,25.378,
MM_1,features,m2_speed_psd_peak_freq,AM,26.235,
MM_1,features,m2_speed_rms,AM,25.624,
MM_1,features,m2_speed_mean,AM,25.749,
MM_1,features,m2_speed_variance,AM,25.578,
MM_1,features,m2_speed_fft_peak,AM,25.631,
MM_1,features,m3_speed_psd_peak,AM,25.34,
MM_1,features,m3_speed_psd_mean_energy,AM,25.441,
MM_1,features,m3_speed_psd_peak_freq,AM,26.798,
MM_1,features,m3_speed_rms,AM,30.085,
MM_1,features,m3_speed_mean,AM,30.091,
MM_1,features,m3_speed_variance,AM,25.374,
MM_1,features,m3_speed_fft_peak,AM,30.091,
MM_1,features,o8_compressor_psd_peak,AM,26.13,
MM_1,features,o8_compressor_psd_mean_energy,AM,26.112,
MM_1,features,o8_compressor_psd_peak_freq,AM,27.215,
MM_1,features,o8_compressor_rms,AM,26.451,
MM_1,features,o8_compressor_mean,AM,26.11,
MM_1,features,o8_compressor_variance,AM,26.562,
MM_1,features,o8_compressor_fft_peak,AM,26.097,
MM_1,features,current_task_duration_psd_peak,AM,25.358,
MM_1,features,current_task_duration_psd_mean_energy,AM,25.362,
MM_1,features,current_task_duration_psd_peak_freq,AM,26.365,
MM_1,features,current_task_duration_rms,AM,25.745,
MM_1,features,current_task_duration_mean,AM,25.661,
MM_1,features,current_task_duration_variance,AM,25.59,
MM_1,features,current_task_duration_fft_peak,AM,25.633,
MM_1,filtered,i1_pos_switch,FM,22.981,
MM_1,filtered,i2_pos_switch,FM,22.986,
MM_1,filtered,i3_pos_switch,FM,22.982,
MM_1,filtered,i4_light_barrier,FM,22.989,
MM_1,filtered,m1_speed,FM,22.98,
MM_1,filtered,m2_speed,FM,22.978,
MM_1,filtered,m3_speed,FM,22.983,
MM_1,filtered,o7_valve,FM,22.971,
MM_1,filtered,o8_compressor,FM,22.981,
MM_1,filtered,current_task,FM,22.975,
MM_1,filtered,current_task_duration,FM,22.98,
MM_1,filtered,current_sub_task,FM,22.972,
MM_1,features,m1_speed_psd_peak,FM,25.123,
MM_1,features,m1_speed_psd_mean_energy,FM,25.097,
MM_1,features,m1_speed_psd_peak_freq,FM,25.239,
MM_1,features,m1_speed_rms,FM,25.094,
MM_1,features,m1_speed_mean,FM,25.102,
MM_1,features,m1_speed_variance,FM,25.1,
MM_1,features,m1_speed_fft_peak,FM,25.102,
MM_1,features,m2_speed_psd_peak,FM,25.123,
MM_1,features,m2_speed_psd_mean_energy,FM,25.107,
MM_1,features,m2_speed_psd_peak_freq,FM,25.138,
MM_1,features,m2_speed_rms,FM,25.137,
MM_1,features,m2_speed_mean,FM,25.11,
MM_1,features,m2_speed_variance,FM,25.148,
MM_1,features,m2_speed_fft_peak,FM,25.125,
MM_1,features,m3_speed_psd_peak,FM,25.046,
MM_1,features,m3_speed_psd_mean_energy,FM,24.998,
MM_1,features,m3_speed_psd_peak_freq,FM,25.074,
MM_1,features,m3_speed_rms,FM,25.092,
MM_1,features,m3_speed_mean,FM,25.097,
MM_1,features,m3_speed_variance,FM,25.066,
MM_1,features,m3_speed_fft_peak,FM,25.097,
MM_1,features,o8_compressor_psd_peak,FM,25.072,
MM_1,features,o8_compressor_psd_mean_energy,FM,25.105,
MM_1,features,o8_compressor_psd_peak_freq,FM,25.275,
MM_1,features,o8_compressor_rms,FM,25.102,
MM_1,features,o8_compressor_mean,FM,25.12,
MM_1,features,o8_compressor_variance,FM,25.082,
MM_1,features,o8_compressor_fft_peak,FM,25.117,
MM_1,features,current_task_duration_psd_peak,FM,25.034,
MM_1,features,current_task_duration_psd_mean_energy,FM,25.036,
MM_1,features,current_task_duration_psd_peak_freq,FM,25.003,
MM_1,features,current_task_duration_rms,FM,25.119,
MM_1,features,current_task_duration_mean,FM,25.059,
MM_1,features,current_task_duration_variance,FM,25.168,
MM_1,features,current_task_duration_fft_peak,FM,25.095,
MM_1,filtered,i1_pos_switch,ASK,22.89,0.00264
MM_1,filtered,i2_pos_switch,ASK,-4.754,0.00317
MM_1,filtered,i3_pos_switch,ASK,3.414,0.00581
MM_1,filtered,i4_light_barrier,ASK,-6.387,0.00158
MM_1,filtered,m1_speed,ASK,22.859,0.00792
MM_1,filtered,m2_speed,ASK,0.369,0.00264
MM_1,filtered,m3_speed,ASK,22.886,0.00581
MM_1,filtered,o7_valve,ASK,-3.647,0.00158
MM_1,filtered,o8_compressor,ASK,11.879,0.0169
MM_1,filtered,current_task,ASK,6.104,0.00264
MM_1,filtered,current_task_duration,ASK,4.667,0.00475
MM_1,filtered,current_sub_task,ASK,3.355,0.00634
MM_1,features,m1_speed_psd_peak,ASK,10.654,0.056
MM_1,features,m1_speed_psd_mean_energy,ASK,10.654,0.056
MM_1,features,m1_speed_psd_peak_freq,ASK,18.763,0.136
MM_1,features,m1_speed_rms,ASK,25.021,0.008
MM_1,features,m1_speed_mean,ASK,25.021,0.008
MM_1,features,m1_speed_variance,ASK,9.319,0.008
MM_1,features,m1_speed_fft_peak,ASK,25.021,0.008
MM_1,features,m2_speed_psd_peak,ASK,9.793,0.048
MM_1,features,m2_speed_psd_mean_energy,ASK,9.793,0.048
MM_1,features,m2_speed_psd_peak_freq,ASK,16.377,0.056
MM_1,features,m2_speed_rms,ASK,12.377,0.032
MM_1,features,m2_speed_mean,ASK,12.377,0.032
MM_1,features,m2_speed_variance,ASK,12.377,0.032
MM_1,features,m2_speed_fft_peak,ASK,12.377,0.032
MM_1,features,m3_speed_psd_peak,ASK,5.883,0.008
MM_1,features,m3_speed_psd_mean_energy,ASK,11.763,0.064
MM_1,features,m3_speed_psd_peak_freq,ASK,18.362,0.184
MM_1,features,m3_speed_rms,ASK,25.021,0.008
MM_1,features,m3_speed_mean,ASK,25.021,0.008
MM_1,features,m3_speed_variance,ASK,9.319,0.008
MM_1,features,m3_speed_fft_peak,ASK,25.021,0.008
MM_1,features,o8_compressor_psd_peak,ASK,16.748,0.088
MM_1,features,o8_compressor_psd_mean_energy,ASK,16.748,0.088
MM_1,features,o8_compressor_psd_peak_freq,ASK,19.544,0.208
MM_1,features,o8_compressor_rms,ASK,17.868,0.096
MM_1,features,o8_compressor_mean,ASK,15.261,0.08
MM_1,features,o8_compressor_variance,ASK,17.868,0.096
MM_1,features,o8_compressor_fft_peak,ASK,15.261,0.08
MM_1,features,current_task_duration_psd_peak,ASK,9.161,0.048
MM_1,features,current_task_duration_psd_mean_energy,ASK,10.654,0.064
MM_1,features,current_task_duration_psd_peak_freq,ASK,15.95,0.144
MM_1,features,current_task_duration_rms,ASK,14.05,0.088
MM_1,features,current_task_duration_mean,ASK,12.956,0.088
MM_1,features,current_task_duration_variance,ASK,13.965,0.088
MM_1,features,current_task_duration_fft_peak,ASK,12.956,0.088
MM_1,filtered,i1_pos_switch,FSK,22.976,0.51954
MM_1,filtered,i2_pos_switch,FSK,22.988,0.47835
MM_1,filtered,i3_pos_switch,FSK,22.99,0.47835
MM_1,filtered,i4_light_barrier,FSK,22.987,0.47782
MM_1,filtered,m1_speed,FSK,22.977,0.51954
MM_1,filtered,m2_speed,FSK,22.988,0.47888
MM_1,filtered,m3_speed,FSK,22.978,0.52059
MM_1,filtered,o7_valve,FSK,22.99,0.47888
MM_1,filtered,o8_compressor,FSK,22.949,0.48786
MM_1,filtered,current_task,FSK,22.989,0.48099
MM_1,filtered,current_task_duration,FSK,22.981,0.48152
MM_1,filtered,current_sub_task,FSK,22.986,0.47888
MM_1,features,m1_speed_psd_peak,FSK,24.977,0.496
MM_1,features,m1_speed_psd_mean_energy,FSK,24.977,0.496
MM_1,features,m1_speed_psd_peak_freq,FSK,24.952,0.552
MM_1,features,m1_speed_rms,FSK,25.091,0.512
MM_1,features,m1_speed_mean,FSK,25.091,0.512
MM_1,features,m1_speed_variance,FSK,25.059,0.496
MM_1,features,m1_speed_fft_peak,FSK,25.091,0.512
MM_1,features,m2_speed_psd_peak,FSK,25.004,0.496
MM_1,features,m2_speed_psd_mean_energy,FSK,25.004,0.496
MM_1,features,m2_speed_psd_peak_freq,FSK,25.235,0.456
MM_1,features,m2_speed_rms,FSK,24.906,0.512
MM_1,features,m2_speed_mean,FSK,24.906,0.512
MM_1,features,m2_speed_variance,FSK,24.906,0.512
MM_1,features,m2_speed_fft_peak,FSK,24.906,0.512
MM_1,features,m3_speed_psd_peak,FSK,25.027,0.496
MM_1,features,m3_speed_psd_mean_energy,FSK,24.897,0.52
MM_1,features,m3_speed_psd_peak_freq,FSK,25.048,0.52
MM_1,features,m3_speed_rms,FSK,25.091,0.512
MM_1,features,m3_speed_mean,FSK,25.091,0.512
MM_1,features,m3_speed_variance,FSK,25.059,0.496
MM_1,features,m3_speed_fft_peak,FSK,25.091,0.512
MM_1,features,o8_compressor_psd_peak,FSK,25.129,0.504
MM_1,features,o8_compressor_psd_mean_energy,FSK,25.129,0.504
MM_1,features,o8_compressor_psd_peak_freq,FSK,25.248,0.48
MM_1,features,o8_compressor_rms,FSK,25.067,0.496
MM_1,features,o8_compressor_mean,FSK,24.948,0.512
MM_1,features,o8_compressor_variance,FSK,25.067,0.496
MM_1,features,o8_compressor_fft_peak,FSK,24.948,0.512
MM_1,features,current_task_duration_psd_peak,FSK,24.96,0.504
MM_1,features,current_task_duration_psd_mean_energy,FSK,24.927,0.512
MM_1,features,current_task_duration_psd_peak_freq,FSK,25.112,0.496
MM_1,features,current_task_duration_rms,FSK,24.91,0.504
MM_1,features,current_task_duration_mean,FSK,24.946,0.504
MM_1,features,current_task_duration_variance,FSK,24.946,0.496
MM_1,features,current_task_duration_fft_peak,FSK,24.946,0.504
MM_1,filtered,i1_pos_switch,PSK,22.98,0.0
MM_1,filtered,i2_pos_switch,PSK,22.98,0.0
MM_1,filtered,i3_pos_switch,PSK,22.98,0.0
MM_1,filtered,i4_light_barrier,PSK,22.98,0.0
MM_1,filtered,m1_speed,PSK,22.98,0.0
MM_1,filtered,m2_speed,PSK,22.98,0.0
MM_1,filtered,m3_speed,PSK,22.98,0.0
MM_1,filtered,o7_valve,PSK,22.98,0.0
MM_1,filtered,o8_compressor,PSK,22.98,0.0
MM_1,filtered,current_task,PSK,22.98,0.0
MM_1,filtered,current_task_duration,PSK,22.98,0.0
MM_1,filtered,current_sub_task,PSK,22.98,0.0
MM_1,features,m1_speed_psd_peak,PSK,25.091,0.0
MM_1,features,m1_speed_psd_mean_energy,PSK,25.091,0.0
MM_1,features,m1_speed_psd_peak_freq,PSK,25.091,0.0
MM_1,features,m1_speed_rms,PSK,25.091,0.0
MM_1,features,m1_speed_mean,PSK,25.091,0.0
MM_1,features,m1_speed_variance,PSK,25.091,0.0
MM_1,features,m1_speed_fft_peak,PSK,25.091,0.0
MM_1,features,m2_speed_psd_peak,PSK,25.091,0.0
MM_1,features,m2_speed_psd_mean_energy,PSK,25.091,0.0
MM_1,features,m2_speed_psd_peak_freq,PSK,25.091,0.0
MM_1,features,m2_speed_rms,PSK,25.091,0.0
MM_1,features,m2_speed_mean,PSK,25.091,0.0
MM_1,features,m2_speed_variance,PSK,25.091,0.0
MM_1,features,m2_speed_fft_peak,PSK,25.091,0.0
MM_1,features,m3_speed_psd_peak,PSK,25.091,0.0
MM_1,features,m3_speed_psd_mean_energy,PSK,25.091,0.0
MM_1,features,m3_speed_psd_peak_freq,PSK,25.091,0.0
MM_1,features,m3_speed_rms,PSK,25.091,0.0
MM_1,features,m3_speed_mean,PSK,25.091,0.0
MM_1,features,m3_speed_variance,PSK,25.091,0.0
MM_1,features,m3_speed_fft_peak,PSK,25.091,0.0
MM_1,features,o8_compressor_psd_peak,PSK,25.091,0.0
MM_1,features,o8_compressor_psd_mean_energy,PSK,25.091,0.0
MM_1,features,o8_compressor_psd_peak_freq,PSK,25.091,0.0
MM_1,features,o8_compressor_rms,PSK,25.091,0.0
MM_1,features,o8_compressor_mean,PSK,25.091,0.0
MM_1,features,o8_compressor_variance,PSK,25.091,0.0
MM_1,features,o8_compressor_fft_peak,PSK,25.091,0.0
MM_1,features,current_task_duration_psd_peak,PSK,25.091,0.0
MM_1,features,current_task_duration_psd_mean_energy,PSK,25.091,0.0
MM_1,features,current_task_duration_psd_peak_freq,PSK,25.091,0.0
MM_1,features,current_task_duration_rms,PSK,25.091,0.0
MM_1,features,current_task_duration_mean,PSK,25.091,0.0
MM_1,features,current_task_duration_variance,PSK,25.091,0.0
MM_1,features,current_task_duration_fft_peak,PSK,25.091,0.0
OV_1,filtered,i1_pos_switch,AM,23.297,
OV_1,filtered,i2_pos_switch,AM,23.057,
OV_1,filtered,m1_speed,AM,25.941,
OV_1,filtered,o7_valve,AM,23.246,
OV_1,filtered,o8_compressor,AM,24.038,
OV_1,filtered,current_task,AM,23.797,
OV_1,filtered,current_task_duration,AM,23.975,
OV_1,filtered,current_sub_task,AM,23.569,
OV_1,filtered,i5_light_barrier,AM,23.063,
OV_1,features,m1_speed_psd_peak,AM,25.523,
OV_1,features,m1_speed_psd_mean_energy,AM,25.428,
OV_1,features,m1_speed_psd_peak_freq,AM,27.304,
OV_1,features,m1_speed_rms,AM,29.403,
OV_1,features,m1_speed_mean,AM,29.688,
OV_1,features,m1_speed_variance,AM,25.583,
OV_1,features,m1_speed_fft_peak,AM,29.688,
OV_1,features,o8_compressor_psd_peak,AM,25.779,
OV_1,features,o8_compressor_psd_mean_energy,AM,25.798,
OV_1,features,o8_compressor_psd_peak_freq,AM,26.612,
OV_1,features,o8_compressor_rms,AM,26.473,
OV_1,features,o8_compressor_mean,AM,26.662,
OV_1,features,o8_compressor_variance,AM,26.397,
OV_1,features,o8_compressor_fft_peak,AM,26.405,
OV_1,features,current_task_duration_psd_peak,AM,25.718,
OV_1,features,current_task_duration_psd_mean_energy,AM,25.774,
OV_1,features,current_task_duration_psd_peak_freq,AM,26.791,
OV_1,features,current_task_duration_rms,AM,26.358,
OV_1,features,current_task_duration_mean,AM,26.107,
OV_1,features,current_task_duration_variance,AM,26.067,
OV_1,features,current_task_duration_fft_peak,AM,26.081,
OV_1,filtered,i1_pos_switch,FM,22.992,
OV_1,filtered,i2_pos_switch,FM,22.99,
OV_1,filtered,m1_speed,FM,22.989,
OV_1,filtered,o7_valve,FM,22.996,
OV_1,filtered,o8_compressor,FM,22.986,
OV_1,filtered,current_task,FM,22.995,
OV_1,filtered,current_task_duration,FM,22.992,
OV_1,filtered,current_sub_task,FM,22.992,
OV_1,filtered,i5_light_barrier,FM,22.99,
OV_1,features,m1_speed_psd_peak,FM,25.237,
OV_1,features,m1_speed_psd_mean_energy,FM,25.042,
OV_1,features,m1_speed_psd_peak_freq,FM,25.049,
OV_1,features,m1_speed_rms,FM,25.105,
OV_1,features,m1_speed_mean,FM,25.114,
OV_1,features,m1_speed_variance,FM,25.08,
OV_1,features,m1_speed_fft_peak,FM,25.114,
OV_1,features,o8_compressor_psd_peak,FM,25.226,
OV_1,features,o8_compressor_psd_mean_energy,FM,25.231,
OV_1,features,o8_compressor_psd_peak_freq,FM,25.204,
OV_1,features,o8_compressor_rms,FM,25.142,
OV_1,features,o8_compressor_mean,FM,25.157,
OV_1,features,o8_compressor_variance,FM,25.044,
OV_1,features,o8_compressor_fft_peak,FM,24.999,
OV_1,features,current_task_duration_psd_peak,FM,25.129,
OV_1,features,current_task_duration_psd_mean_energy,FM,25.026,
OV_1,features,current_task_duration_psd_peak_freq,FM,25.054,
OV_1,features,current_task_duration_rms,FM,25.104,
OV_1,features,current_task_duration_mean,FM,25.125,
OV_1,features,current_task_duration_variance,FM,25.083,
OV_1,features,current_task_duration_fft_peak,FM,25.108,
OV_1,filtered,i1_pos_switch,ASK,8.133,0.0074
OV_1,filtered,i2_pos_switch,ASK,1.42,0.00528
OV_1,filtered,m1_speed,ASK,22.667,0.03539
OV_1,filtered,o7_valve,ASK,7.325,0.01585
OV_1,filtered,o8_compressor,ASK,2.861,0.00423
OV_1,filtered,current_task,ASK,11.027,0.00475
OV_1,filtered,current_task_duration,ASK,10.876,0.0074
OV_1,filtered,current_sub_task,ASK,11.62,0.01585
OV_1,filtered,i5_light_barrier,ASK,1.773,0.00898
OV_1,features,m1_speed_psd_peak,ASK,12.83,0.04
OV_1,features,m1_speed_psd_mean_energy,ASK,5.883,0.016
OV_1,features,m1_speed_psd_peak_freq,ASK,19.884,0.176
OV_1,features,m1_speed_rms,ASK,25.021,0.008
OV_1,features,m1_speed_mean,ASK,25.021,0.008
OV_1,features,m1_speed_variance,ASK,9.562,0.024
OV_1,features,m1_speed_fft_peak,ASK,25.021,0.008
OV_1,features,o8_compressor_psd_peak,ASK,14.352,0.064
OV_1,features,o8_compressor_psd_mean_energy,ASK,14.352,0.064
OV_1,features,o8_compressor_psd_peak_freq,ASK,18.154,0.128
OV_1,features,o8_compressor_rms,ASK,17.455,0.072
OV_1,features,o8_compressor_mean,ASK,17.032,0.072
OV_1,features,o8_compressor_variance,ASK,17.032,0.072
OV_1,features,o8_compressor_fft_peak,ASK,17.455,0.072
OV_1,features,current_task_duration_psd_peak,ASK,11.431,0.08
OV_1,features,current_task_duration_psd_mean_energy,ASK,13.153,0.08
OV_1,features,current_task_duration_psd_peak_freq,ASK,16.111,0.16
OV_1,features,current_task_duration_rms,ASK,17.902,0.096
OV_1,features,current_task_duration_mean,ASK,15.735,0.08
OV_1,features,current_task_duration_variance,ASK,15.992,0.088
