segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_fm_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_fm_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_fm_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_fm_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_fm_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_fm_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
28,2023-02-06T14:22:08.000000000,2023-02-06T14:23:06.000000000,0.0,0.253792,0.0,0.20111,0.0,0.164553,0.875147,0.846655,0.92606,0.106029,0.0,0.254259,0.92606,0.106029,0.0,0.674662,0.0,0.772068,0.0,0.141455,0.0,0.336538,0.03199,0.260304,0.0,0.162409,0.0,0.403571,0.0,0.207057,0.0,0.254067,0.0,0.695915,0.992017,0.871032,0.994875,0.833366,0.0,0.299911,0.994875,0.833366,0.0,0.157927,0.0,0.159946,0.0,0.118938,0.0,0.148614,0.003327,0.140824,0.0,0.246834,0.0,0.154151,0.0,0.23035,0.0,0.243452,0.0,0.122425,0.0,0.208018,0.006772,0.171158,0.0,0.154754,0.0,0.119817,1
29,2023-02-06T14:22:38.000000000,2023-02-06T14:23:36.000000000,0.0,0.212363,0.0,0.125127,0.0,0.143162,0.875147,0.798535,0.92606,0.125411,0.0,0.224877,0.92606,0.125411,0.0,0.633666,0.0,0.743264,0.0,0.183167,0.0,0.28526,0.03199,0.203432,0.0,0.103212,0.0,0.357149,0.0,0.155375,0.0,0.20349,0.0,0.677946,0.992017,0.832186,0.994875,0.810741,0.0,0.238973,0.994875,0.810741,0.0,0.123187,0.0,0.112948,0.0,0.164531,0.0,0.116446,0.003327,0.102801,0.0,0.24045,0.0,0.109161,0.0,0.087779,0.0,0.115551,0.0,0.093617,0.0,0.128697,0.006772,0.09509,0.0,0.093533,0.0,0.051941,1
30,2023-02-06T14:23:08.000000000,2023-02-06T14:24:06.000000000,0.0,0.241603,0.0,0.204543,0.0,0.211323,0.875147,0.85248,0.92606,0.138847,0.0,0.210943,0.92606,0.138847,0.0,0.704248,0.0,0.790528,0.0,0.200533,0.0,0.336411,0.03199,0.176915,0.0,0.175682,0.0,0.399831,0.0,0.219966,0.0,0.246001,0.0,0.688935,0.992017,0.656027,0.994875,0.688586,0.0,0.268429,0.994875,0.688586,0.0,0.103705,0.0,0.1182,0.0,0.160191,0.0,0.064385,0.003327,0.088639,0.0,0.166965,0.0,0.112043,0.0,0.27399,0.0,0.297443,0.0,0.075405,0.0,0.210999,0.006772,0.181166,0.0,0.163535,0.0,0.129516,1
31,2023-02-06T14:23:38.000000000,2023-02-06T14:24:36.000000000,0.0,0.30651,0.0,0.28231,0.0,0.202296,0.875147,0.932489,0.92606,0.120317,0.0,0.323341,0.92606,0.120317,0.0,0.684167,0.0,0.78108,0.0,0.077618,0.0,0.378291,0.03199,0.245187,0.0,0.216823,0.0,0.441445,0.0,0.252169,0.0,0.309486,0.0,0.714234,0.992017,0.584289,0.994875,0.641718,0.0,0.41404,0.994875,0.641718,0.0,0.262879,0.0,0.244279,0.0,0.114607,0.0,0.159714,0.003327,0.245863,0.0,0.235492,0.0,0.251782,0.0,0.207914,0.0,0.220956,0.0,0.130849,0.0,0.21372,0.006772,0.203955,0.0,0.23065,0.0,0.184469,1
32,2023-02-06T14:24:08.000000000,2023-02-06T14:25:06.000000000,0.0,0.225941,0.0,0.172469,0.0,0.171662,0.875147,0.913639,0.92606,0.131938,0.0,0.23932,0.92606,0.131938,0.0,0.649163,0.0,0.754917,0.0,0.226807,0.0,0.347325,0.03199,0.213049,0.0,0.178513,0.0,0.411588,0.0,0.180356,0.0,0.217826,0.0,0.686953,0.992017,0.602384,0.994875,0.663911,0.0,0.282711,0.994875,0.663911,0.0,0.119313,0.0,0.107758,0.0,0.173497,0.0,0.119182,0.003327,0.105909,0.0,0.229026,0.0,0.114434,0.0,0.105443,0.0,0.133333,0.0,0.105587,0.0,0.193208,0.006772,0.145919,0.0,0.131405,0.0,0.089396,1
33,2023-02-06T14:24:38.000000000,2023-02-06T14:25:36.000000000,0.0,0.293426,0.0,0.265352,0.0,0.222558,0.875147,0.843731,0.92606,0.16129,0.0,0.276368,0.92606,0.16129,0.0,0.732184,0.0,0.812469,0.0,0.133687,0.0,0.373296,0.03199,0.207818,0.0,0.22249,0.0,0.433583,0.0,0.281035,0.0,0.313004,0.0,0.70575,0.992017,0.638834,0.994875,0.687419,0.0,0.376814,0.994875,0.687419,0.0,0.196686,0.0,0.205047,0.0,0.147775,0.0,0.10752,0.003327,0.187371,0.0,0.190815,0.0,0.210219,0.0,0.350459,0.0,0.3577,0.0,0.10131,0.0,0.21623,0.006772,0.188609,0.0,0.228754,0.0,0.16779,1
34,2023-02-06T14:25:08.000000000,2023-02-06T14:26:06.000000000,0.0,0.292231,0.0,0.257367,0.0,0.189745,0.875147,0.843868,0.92606,0.131417,0.0,0.318464,0.92606,0.131417,0.0,0.657146,0.0,0.764506,0.0,0.134636,0.0,0.378852,0.03199,0.247829,0.0,0.22435,0.0,0.440456,0.0,0.239266,0.0,0.296583,0.0,0.712593,0.992017,0.72375,0.994875,0.732709,0.0,0.404202,0.994875,0.732709,0.0,0.244324,0.0,0.221602,0.0,0.118886,0.0,0.179631,0.003327,0.235268,0.0,0.260023,0.0,0.238314,0.0,0.124151,0.0,0.141013,0.0,0.141246,0.0,0.20555,0.006772,0.184607,0.0,0.20906,0.0,0.15468,1
35,2023-02-06T14:25:38.000000000,2023-02-06T14:26:36.000000000,0.0,0.21977,0.0,0.161531,0.0,0.165343,0.875147,0.895937,0.92606,0.064638,0.0,0.219554,0.92606,0.064638,0.0,0.67441,0.0,0.770979,0.0,0.230623,0.0,0.334975,0.03199,0.236796,0.0,0.163622,0.0,0.400482,0.0,0.191355,0.0,0.218943,0.0,0.681896,0.992017,0.83018,0.994875,0.801444,0.0,0.255322,0.994875,0.801444,0.0,0.08496,0.0,0.091696,0.0,0.164002,0.0,0.118977,0.003327,0.072229,0.0,0.231537,0.0,0.089605,0.0,0.239576,0.0,0.256164,0.0,0.099131,0.0,0.209383,0.006772,0.149811,0.0,0.122547,0.0,0.080223,1
36,2023-02-06T14:26:08.000000000,2023-02-06T14:27:06.000000000,0.0,0.280196,0.0,0.227399,0.0,0.188713,0.875147,0.899166,0.92606,0.068195,0.0,0.275828,0.92606,0.068195,0.0,0.698259,0.0,0.789807,0.0,0.119216,0.0,0.335801,0.03199,0.230209,0.0,0.175071,0.0,0.401395,0.0,0.248987,0.0,0.29348,0.0,0.704128,0.992017,0.837708,0.994875,0.811728,0.0,0.347298,0.994875,0.811728,0.0,0.21846,0.0,0.210024,0.0,0.125881,0.0,0.139952,0.003327,0.199516,0.0,0.228285,0.0,0.212732,0.0,0.300615,0.0,0.306588,0.0,0.112302,0.0,0.173334,0.006772,0.153694,0.0,0.194454,0.0,0.135516,1
37,2023-02-06T14:26:38.000000000,2023-02-06T14:27:36.000000000,0.0,0.208707,0.0,0.15011,0.0,0.150351,0.875147,0.867809,0.92606,0.123683,0.0,0.228085,0.92606,0.123683,0.0,0.631488,0.0,0.74224,0.0,0.214142,0.0,0.320474,0.03199,0.241293,0.0,0.140778,0.0,0.388855,0.0,0.152539,0.0,0.19087,0.0,0.680639,0.992017,0.76578,0.994875,0.76603,0.0,0.243741,0.994875,0.76603,0.0,0.102546,0.0,0.08634,0.0,0.139568,0.0,0.147018,0.003327,0.080756,0.0,0.253415,0.0,0.083606,0.0,0.089944,0.0,0.123513,0.0,0.113108,0.0,0.202741,0.006772,0.157571,0.0,0.101473,0.0,0.075766,1
38,2023-02-06T14:27:08.000000000,2023-02-06T14:28:06.000000000,0.0,0.226291,0.0,0.159622,0.0,0.169797,0.875147,0.840215,0.92606,0.141062,0.0,0.205881,0.92606,0.141062,0.0,0.700314,0.0,0.787455,0.0,0.17566,0.0,0.302562,0.03199,0.221695,0.0,0.125885,0.0,0.371852,0.0,0.203963,0.0,0.229654,0.0,0.679995,0.992017,0.715194,0.994875,0.733141,0.0,0.242222,0.994875,0.733141,0.0,0.109048,0.0,0.116479,0.0,0.146243,0.0,0.084517,0.003327,0.080559,0.0,0.204601,0.0,0.104327,0.0,0.296341,0.0,0.308923,0.0,0.07283,0.0,0.180593,0.006772,0.134684,0.0,0.132621,0.0,0.086917,1
39,2023-02-06T14:27:38.000000000,2023-02-06T14:28:36.000000000,0.0,0.247345,0.0,0.198744,0.0,0.176809,0.875147,0.834188,0.92606,0.123183,0.0,0.261622,0.92606,0.123183,0.0,0.658154,0.0,0.761832,0.0,0.140741,0.0,0.330033,0.03199,0.202488,0.0,0.161517,0.0,0.396663,0.0,0.192809,0.0,0.236113,0.0,0.696605,0.992017,0.677828,0.994875,0.706365,0.0,0.308565,0.994875,0.706365,0.0,0.192719,0.0,0.157787,0.0,0.116225,0.0,0.140462,0.003327,0.164284,0.0,0.224069,0.0,0.161504,0.0,0.111285,0.0,0.140511,0.0,0.122936,0.0,0.1697,0.006772,0.156249,0.0,0.154974,0.0,0.1198,1
40,2023-02-06T14:28:08.000000000,2023-02-06T14:29:06.000000000,0.0,0.207826,0.0,0.161171,0.0,0.164747,0.875147,0.855153,0.92606,0.118543,0.0,0.208325,0.92606,0.118543,0.0,0.670603,0.0,0.767632,0.0,0.214606,0.0,0.324637,0.03199,0.214161,0.0,0.142484,0.0,0.392595,0.0,0.172026,0.0,0.194117,0.0,0.670923,0.992017,0.672214,0.994875,0.698802,0.0,0.232674,0.994875,0.698802,0.0,0.051523,0.0,0.062605,0.0,0.1611,0.0,0.087448,0.003327,0.022337,0.0,0.212317,0.0,0.043672,0.0,0.15696,0.0,0.18039,0.0,0.075362,0.0,0.227346,0.006772,0.172742,0.0,0.111666,0.0,0.087735,1
41,2023-02-06T14:28:38.000000000,2023-02-06T14:29:36.000000000,0.0,0.281062,0.0,0.22257,0.0,0.188271,0.875147,0.883429,0.92606,0.123887,0.0,0.28056,0.92606,0.123887,0.0,0.703949,0.0,0.792868,0.0,0.112217,0.0,0.349432,0.03199,0.185862,0.0,0.19649,0.0,0.412236,0.0,0.244157,0.0,0.292284,0.0,0.711174,0.992017,0.723125,0.994875,0.734346,0.0,0.367448,0.994875,0.734346,0.0,0.244598,0.0,0.221657,0.0,0.122562,0.0,0.115241,0.003327,0.237085,0.0,0.197391,0.0,0.24255,0.0,0.213771,0.0,0.226882,0.0,0.116837,0.0,0.143837,0.006772,0.128786,0.0,0.19751,0.0,0.133541,1
42,2023-02-06T14:29:08.000000000,2023-02-06T14:30:06.000000000,0.0,0.261959,0.0,0.246801,0.0,0.197454,0.875147,0.880204,0.92606,0.126304,0.0,0.291311,0.92606,0.126304,0.0,0.652594,0.0,0.75891,0.0,0.181731,0.0,0.377052,0.03199,0.202337,0.0,0.214052,0.0,0.438558,0.0,0.195481,0.0,0.240571,0.0,0.697375,0.992017,0.736104,0.994875,0.749142,0.0,0.350266,0.994875,0.749142,0.0,0.152142,0.0,0.138273,0.0,0.183574,0.0,0.174884,0.003327,0.149193,0.0,0.23855,0.0,0.137107,0.0,0.041915,0.0,0.0785,0.0,0.149795,0.0,0.235888,0.006772,0.211804,0.0,0.172828,0.0,0.15091,1
43,2023-02-06T14:29:38.000000000,2023-02-06T14:30:36.000000000,0.0,0.283035,0.0,0.222816,0.0,0.15704,0.875147,0.846782,0.92606,0.134558,0.0,0.280356,0.92606,0.134558,0.0,0.696005,0.0,0.786543,0.0,0.176631,0.0,0.353328,0.03199,0.249143,0.0,0.193135,0.0,0.416759,0.0,0.245467,0.0,0.303923,0.0,0.710219,0.992017,0.69543,0.994875,0.723504,0.0,0.348096,0.994875,0.723504,0.0,0.190492,0.0,0.223556,0.0,0.482172,0.000798,0.203054,0.003283,0.209025,2e-06,0.356069,0.000296,0.245034,0.0,0.285911,0.0,0.278218,0.0,0.085484,0.0,0.204673,0.006772,0.162274,0.0,0.192321,0.0,0.124801,1
44,2023-02-06T14:30:08.000000000,2023-02-06T14:31:06.000000000,0.0,0.320379,0.0,0.259571,0.0,0.226973,0.875147,0.860057,0.92606,0.124141,0.0,0.292214,0.92606,0.124141,0.0,0.67525,0.0,0.774538,0.0,0.164605,0.0,0.341984,0.03199,0.19582,0.0,0.195392,0.0,0.403884,0.0,0.257218,0.0,0.341752,0.0,0.788118,0.992017,0.732183,0.994875,0.743849,0.0,0.380913,0.994875,0.743849,3.3e-05,0.58635,3e-05,0.542367,1.0,0.662722,0.013616,0.527309,0.00415,0.656635,0.000477,0.637258,0.006877,0.662239,0.0,0.150058,0.0,0.188007,0.0,0.271549,0.0,0.12111,0.006772,0.123341,0.0,0.250723,0.0,0.169623,1
45,2023-02-06T14:30:38.000000000,2023-02-06T14:31:36.000000000,0.0,0.399109,0.0,0.586498,0.0,0.546211,0.875352,0.920621,0.926215,0.096474,9e-06,0.340362,0.926215,0.096474,0.0,0.699337,0.0,0.788382,0.0,0.204627,0.0,0.344489,0.03199,0.226003,0.0,0.176938,0.0,0.4095,0.0,0.260917,0.0,0.318686,0.0,0.813132,0.991896,0.73777,0.994787,0.741713,3e-06,0.352772,0.994787,0.741713,0.345195,0.798696,0.3263,0.670333,0.333333,0.565678,0.643737,0.872049,0.420426,0.751449,0.772438,0.94738,0.418491,0.740098,0.0,0.45128,0.0,0.454873,0.0,0.369726,0.000716,0.464107,0.006159,0.484069,1e-06,0.404738,0.000618,0.426425,1
46,2023-02-06T14:31:08.000000000,2023-02-06T14:32:06.000000000,0.000356,0.542637,0.000312,0.892097,1.0,0.923216,0.880386,0.930183,0.929491,0.114449,0.004714,0.47212,0.929491,0.114449,0.0,0.693407,0.0,0.786469,0.0,0.113043,0.0,0.34043,0.03199,0.266862,0.0,0.188848,0.0,0.404272,0.000159,0.35752,0.00018,0.452015,1.0,0.850694,0.988192,0.516551,0.991907,0.591693,0.00159,0.474835,0.991907,0.591693,0.846535,0.778475,0.807351,0.620788,0.666667,0.26162,0.933699,0.757122,0.863764,0.566606,0.985935,0.805526,0.863309,0.563931,6e-06,0.925941,6e-06,0.849466,1.0,0.321853,0.012664,0.66397,0.003916,0.716268,0.000194,0.641245,0.011625,0.680661,1
47,2023-02-06T14:31:38.000000000,2023-02-06T14:32:36.000000000,0.800328,0.53779,1.0,0.891054,0.666667,0.859959,0.950924,0.870843,0.926816,0.16707,0.489204,0.455765,0.926816,0.16707,0.0,0.6381,0.0,0.747318,0.0,0.229454,0.0,0.302707,0.03199,0.208587,0.0,0.11413,0.0,0.373257,0.236927,0.291514,0.38637,0.398725,0.333333,0.869636,0.919495,0.370654,0.916491,0.498847,0.191298,0.396701,0.916491,0.498847,1.0,0.554614,0.790773,0.43948,0.333333,0.231251,0.740205,0.37525,0.549677,0.355535,0.90439,0.465578,0.548174,0.364239,0.36725,0.708855,0.25704,0.666241,0.333333,0.301378,0.917356,0.644968,0.89475,0.691549,0.850772,0.650481,0.894033,0.693619,1
48,2023-02-06T14:32:08.000000000,2023-02-06T14:33:06.000000000,0.800328,0.385397,0.994666,0.54909,0.666667,0.544768,0.945205,0.856924,0.922736,0.145225,0.485004,0.31474,0.922736,0.145225,0.0,0.722337,0.0,0.802509,0.0,0.140571,0.0,0.31839,0.03199,0.239479,0.0,0.144993,0.0,0.387145,0.235058,0.229726,0.386605,0.252577,0.333333,0.830221,0.921798,0.597177,0.918259,0.653145,0.190819,0.293501,0.918259,0.653145,0.034477,0.154717,0.031461,0.060318,0.0,0.41385,0.300546,0.093556,0.10528,0.121939,0.215365,0.16818,0.102293,0.113375,0.630444,0.327996,0.669787,0.397559,0.333333,0.355219,0.917651,0.41659,0.890955,0.447645,0.852919,0.418978,0.890212,0.44541,1
49,2023-02-06T14:32:38.000000000,2023-02-06T14:33:36.000000000,0.000356,0.31034,0.000313,0.351777,1.0,0.237927,0.874044,0.907735,0.925149,0.054575,0.000585,0.330074,0.925149,0.054575,0.0,0.619293,0.0,0.738282,0.0,0.129865,0.0,0.332524,0.03199,0.207728,0.0,0.157347,0.0,0.399219,0.000159,0.219805,0.000193,0.266042,1.0,0.729147,0.99052,0.926579,0.993763,0.8699,0.00024,0.348907,0.993763,0.8699,5e-06,0.125362,5e-06,0.20515,1.0,0.366518,0.002401,0.144859,0.003134,0.163056,1.5e-05,0.242997,0.001065,0.191784,0.000199,0.232937,0.000179,0.262351,1.0,0.278015,0.026479,0.260372,0.0,0.244396,0.000844,0.194454,0.025356,0.166758,1
50,2023-02-06T14:33:08.000000000,2023-02-06T14:34:06.000000000,0.0,0.301916,0.0,0.313076,0.0,0.192476,0.875007,0.911199,0.925953,0.051459,1e-06,0.287828,0.925953,0.051459,0.0,0.663982,0.0,0.760377,0.0,0.293696,0.0,0.26973,0.03199,0.21122,0.0,0.042407,0.0,0.350153,0.0,0.14613,0.0,0.186765,0.0,0.68457,0.992017,0.852688,0.994875,0.815362,0.0,0.209457,0.994875,0.815362,0.0,0.291353,0.0,0.266481,0.0,0.237423,0.0,0.069755,0.003327,0.251597,0.0,0.215084,0.0,0.262217,0.0,0.05904,0.0,0.081742,0.0,0.067821,0.00124,0.197947,0.006037,0.184807,2e-06,0.20535,0.00074,0.150792,1
51,2023-02-06T14:33:38.000000000,2023-02-06T14:34:36.000000000,0.0,0.23059,0.0,0.14566,0.0,0.17515,0.875147,0.849459,0.92606,0.14904,0.0,0.230055,0.92606,0.14904,0.0,0.751232,0.0,0.822985,0.0,0.031636,0.0,0.355771,0.03199,0.206886,0.0,0.233185,0.0,0.411564,0.0,0.237062,0.0,0.271236,0.0,0.706628,0.992017,0.630216,0.994875,0.67489,0.0,0.333518,0.994875,0.67489,0.0,0.069322,0.0,0.052997,0.0,0.551626,0.000798,0.208308,0.003283,0.127612,2e-06,0.293083,0.000296,0.125733,0.0,0.239614,0.0,0.26595,0.0,0.197543,0.0,0.20697,0.006772,0.162025,0.0,0.139395,0.0,0.108417,1
52,2023-02-06T14:34:08.000000000,2023-02-06T14:35:06.000000000,0.0,0.278456,0.0,0.174546,0.0,0.180501,0.875147,0.819503,0.92606,0.192682,0.0,0.311596,0.92606,0.192682,0.0,0.607012,0.0,0.729247,0.0,0.295519,0.0,0.418873,0.03199,0.072644,0.0,0.182228,0.0,0.483083,0.0,0.225127,0.0,0.329735,0.0,0.683604,0.992017,0.603918,0.994875,0.666878,0.0,0.396567,0.994875,0.666878,3.3e-05,0.48594,3e-05,0.495198,1.0,0.645126,0.013731,0.573885,0.004248,0.477603,0.000485,0.686524,0.00692,0.506522,0.0,0.199413,0.0,0.207339,0.0,0.256008,0.0,0.049209,0.006772,0.0,0.0,0.126386,0.0,0.0,1
53,2023-02-06T14:34:38.000000000,2023-02-06T14:35:36.000000000,0.0,0.281839,0.0,0.23318,0.0,0.533447,0.875288,0.867163,0.926168,0.126745,2e-06,0.274798,0.926168,0.126745,0.0,0.852093,0.0,0.879763,0.0,0.639108,0.00668,0.577556,0.029969,0.472401,4.8e-05,0.360144,0.006825,0.641058,0.0,0.227512,0.0,0.298583,0.0,0.800377,0.992004,0.671912,0.994866,0.70447,2e-06,0.345202,0.994866,0.70447,0.345033,0.927031,0.327403,0.713658,0.333333,0.500824,0.645533,0.882107,0.422049,0.766866,0.776096,1.0,0.42012,0.75778,0.0,0.252581,0.0,0.266589,0.0,0.244982,0.000741,0.332377,0.006304,0.35747,1e-06,0.377121,0.00051,0.375468,1
54,2023-02-06T14:35:08.000000000,2023-02-06T14:36:06.000000000,7.9e-05,0.333247,6.9e-05,0.374998,1.0,0.910863,0.878453,0.91868,0.928482,0.0716,0.000822,0.330318,0.928482,0.0716,0.000955,1.0,0.000673,0.978488,1.0,0.835209,0.15385,0.854688,0.0,0.849568,0.025832,0.909603,0.203244,0.865672,0.000102,0.347218,0.00012,0.505518,1.0,0.925015,0.990578,0.651018,0.993667,0.675992,0.001311,0.520227,0.993667,0.675992,0.796263,0.871409,0.793141,0.576039,0.666667,0.299893,0.904753,0.731201,0.810586,0.675832,1.0,0.78851,0.809954,0.640339,7e-06,0.665209,7e-06,0.601103,1.0,0.452872,0.013734,0.719916,0.005643,0.763499,0.00023,0.590391,0.012887,0.710102,1
55,2023-02-06T14:35:38.000000000,2023-02-06T14:36:36.000000000,0.201632,0.338108,0.254127,0.426217,0.666667,0.884168,0.895126,0.906371,0.926585,0.090811,0.123824,0.305746,0.926585,0.090811,1.0,0.885528,0.921417,0.903138,0.666667,0.825827,0.999849,0.802363,0.973103,0.954492,0.999832,0.812154,0.973734,0.821708,0.1819,0.305359,0.263438,0.49171,0.333333,0.983459,0.917935,0.654835,0.915427,0.68009,0.190656,0.419247,0.915427,0.68009,0.838218,0.333664,0.651434,0.33191,0.333333,0.414419,0.709179,0.328247,0.547208,0.351238,0.792935,0.413068,0.545697,0.351353,0.284454,0.603022,0.210442,0.560036,0.333333,0.460224,0.819221,0.846613,0.771292,0.887761,0.688301,0.605238,0.769733,0.777699,1
56,2023-02-06T14:36:08.000000000,2023-02-06T14:37:06.000000000,0.201632,0.212984,0.259723,0.197521,0.666667,0.529957,0.891279,0.860154,0.923706,0.135308,0.123055,0.188585,0.923706,0.135308,0.32564,0.709469,0.310977,0.798962,0.333333,0.499815,0.988367,0.548892,1.0,0.46582,0.969252,0.409977,1.0,0.597513,0.349198,0.294592,0.542188,0.240512,0.666667,0.850662,0.919247,0.696244,0.916457,0.718914,0.190211,0.313863,0.916457,0.718914,0.069643,0.192233,0.06966,0.267638,0.333333,0.505263,0.317678,0.097517,0.15836,0.253,0.21941,0.128575,0.155551,0.264555,0.509604,0.368459,0.563798,0.485248,0.333333,0.331677,0.819478,0.456145,0.766429,0.427566,0.690455,0.32837,0.764837,0.368624,1
57,2023-02-06T14:36:38.000000000,2023-02-06T14:37:36.000000000,7.9e-05,0.272023,7.3e-05,0.241306,1.0,0.280468,0.874332,0.824698,0.925428,0.160501,9.1e-05,0.296494,0.925428,0.160501,0.000252,0.777285,0.000174,0.83978,1.0,0.342889,0.028204,0.261271,0.028917,0.065163,0.000871,0.012819,0.034519,0.346329,0.000247,0.312218,0.000274,0.273156,1.0,0.733273,0.991903,0.624995,0.99475,0.680873,0.000339,0.429528,0.99475,0.680873,2.3e-05,0.159966,2.5e-05,0.099057,1.0,0.354239,0.006067,0.179732,0.003979,0.113157,9.4e-05,0.274177,0.002804,0.116362,0.000173,0.438648,0.000155,0.47896,1.0,0.176863,0.024696,0.066571,0.000574,0.072868,0.000735,0.193467,0.023637,0.105683,1
58,2023-02-06T14:37:08.000000000,2023-02-06T14:38:06.000000000,0.0,0.287415,0.0,0.33903,0.0,0.117061,0.875058,0.831123,0.925992,0.165514,0.0,0.257914,0.925992,0.165514,0.0,0.657822,0.0,0.759092,0.0,0.143839,0.0,0.399934,0.03199,0.284151,0.0,0.262602,0.0,0.458162,0.0,0.184013,0.0,0.2693,0.0,0.671463,0.992075,0.523769,0.994917,0.612933,0.0,0.262395,0.994917,0.612933,0.0,0.0502,0.0,0.154733,0.0,0.161235,0.0,0.098146,0.003327,0.08912,0.0,0.221248,0.0,0.126311,0.0,0.17337,0.0,0.172396,0.0,0.071405,0.001136,0.222011,0.006098,0.26002,1e-06,0.279879,0.000678,0.240158,1
59,2023-02-06T14:37:38.000000000,2023-02-06T14:38:36.000000000,0.0,0.202802,0.0,0.141468,0.0,0.170598,0.875147,0.861399,0.92606,0.137542,0.0,0.199402,0.92606,0.137542,0.0,0.668119,0.0,0.772032,0.0,0.162353,0.0,0.313618,0.03199,0.179339,0.0,0.081331,0.0,0.388738,0.0,0.216533,0.0,0.174341,0.0,0.690054,0.992017,0.606393,0.994875,0.659131,0.0,0.270772,0.994875,0.659131,0.0,0.189437,0.0,0.182033,0.0,0.233733,0.0,0.079247,0.003327,0.188022,0.0,0.159843,0.0,0.201458,0.0,0.130853,0.0,0.19518,0.0,0.088218,0.0,0.163767,0.006772,0.115419,0.0,0.126909,0.0,0.080988,1
