segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_fm_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_fm_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_fm_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_fm_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_fm_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_fm_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
60,2023-02-06T14:38:08.000000000,2023-02-06T14:39:06.000000000,0.0,0.276706,0.0,0.189395,0.0,0.218762,0.875147,0.880458,0.92606,0.099867,0.0,0.297706,0.92606,0.099867,0.0,0.733063,0.0,0.810093,0.0,0.226931,0.0,0.275178,0.03199,0.145871,0.0,0.126128,0.0,0.343998,0.0,0.250129,0.0,0.288749,0.0,0.707304,0.992017,0.787426,0.994875,0.7739,0.0,0.376285,0.994875,0.7739,0.0,0.115021,0.0,0.085541,0.0,0.166067,0.0,0.190716,0.003327,0.076309,0.0,0.242636,0.0,0.084703,0.0,0.280593,0.0,0.290076,0.0,0.136929,0.0,0.10563,0.006772,0.055597,0.0,0.10017,0.0,0.024272,1
61,2023-02-06T14:38:38.000000000,2023-02-06T14:39:36.000000000,0.0,0.272854,0.0,0.228698,0.0,0.183514,0.875147,0.877135,0.92606,0.096372,0.0,0.268972,0.92606,0.096372,0.0,0.633334,0.0,0.74516,0.0,0.119467,0.0,0.407366,0.03199,0.191434,0.0,0.257258,0.0,0.46195,0.0,0.179562,0.0,0.255933,0.0,0.685992,0.992017,0.862543,0.994875,0.825057,0.0,0.281279,0.994875,0.825057,0.0,0.111049,0.0,0.138467,0.0,0.120923,0.0,0.128513,0.003327,0.104665,0.0,0.22937,0.0,0.127662,0.0,0.135282,0.0,0.150605,0.0,0.104532,0.0,0.145204,0.006772,0.105455,0.0,0.165902,0.0,0.082977,1
62,2023-02-06T14:39:08.000000000,2023-02-06T14:40:06.000000000,0.0,0.244091,0.0,0.174473,0.0,0.182691,0.875147,0.872376,0.92606,0.103337,0.0,0.249582,0.92606,0.103337,0.0,0.683629,0.0,0.779171,0.0,0.168372,0.0,0.303825,0.03199,0.181955,0.0,0.100604,0.0,0.378091,0.0,0.202984,0.0,0.23688,0.0,0.691932,0.992017,0.812705,0.994875,0.794756,0.0,0.298225,0.994875,0.794756,0.0,0.181172,0.0,0.14258,0.0,0.132326,0.0,0.12121,0.003327,0.150928,0.0,0.227356,0.0,0.158558,0.0,0.176578,0.0,0.198926,0.0,0.097287,0.0,0.162014,0.006772,0.112754,0.0,0.145783,0.0,0.081541,1
63,2023-02-06T14:39:38.000000000,2023-02-06T14:40:36.000000000,0.0,0.247708,0.0,0.182527,0.0,0.189558,0.875147,0.885822,0.92606,0.099011,0.0,0.255651,0.92606,0.099011,0.0,0.684226,0.0,0.778042,0.0,0.174683,0.0,0.362678,0.03199,0.256524,0.0,0.23599,0.0,0.419578,0.0,0.208391,0.0,0.27163,0.0,0.698232,0.992017,0.677274,0.994875,0.7053,0.0,0.313841,0.994875,0.7053,0.0,0.177269,0.0,0.167197,0.0,0.128392,0.0,0.146066,0.003327,0.144165,0.0,0.220987,0.0,0.152317,0.0,0.215919,0.0,0.223196,0.0,0.122793,0.0,0.190822,0.006772,0.152619,0.0,0.160019,0.0,0.107997,1
64,2023-02-06T14:40:08.000000000,2023-02-06T14:41:06.000000000,0.0,0.23706,0.0,0.168554,0.0,0.177445,0.875147,0.886413,0.92606,0.112155,0.0,0.245817,0.92606,0.112155,0.0,0.664881,0.0,0.767262,0.0,0.154853,0.0,0.359132,0.03199,0.224706,0.0,0.177916,0.0,0.423255,0.0,0.210945,0.0,0.24343,0.0,0.69126,0.992017,0.575569,0.994875,0.638885,0.0,0.311751,0.994875,0.638885,0.0,0.198754,0.0,0.143741,0.0,0.139451,0.0,0.108167,0.003327,0.165853,0.0,0.221925,0.0,0.167127,0.0,0.199,0.0,0.2255,0.0,0.092542,0.0,0.218071,0.006772,0.157377,0.0,0.149742,0.0,0.099962,1
65,2023-02-06T14:40:38.000000000,2023-02-06T14:41:36.000000000,0.0,0.254067,0.0,0.205073,0.0,0.193267,0.875147,0.860571,0.92606,0.142981,0.0,0.263652,0.92606,0.142981,0.0,0.705359,0.0,0.791982,0.0,0.203348,0.0,0.313512,0.03199,0.235301,0.0,0.163307,0.0,0.380051,0.0,0.231061,0.0,0.269192,0.0,0.703747,0.992017,0.657769,0.994875,0.695601,0.0,0.338997,0.994875,0.695601,0.0,0.159712,0.0,0.14595,0.0,0.120052,0.0,0.14433,0.003327,0.136615,0.0,0.240749,0.0,0.142836,0.0,0.256268,0.0,0.266066,0.0,0.126068,0.0,0.21426,0.006772,0.176561,0.0,0.164072,0.0,0.120678,1
66,2023-02-06T14:41:08.000000000,2023-02-06T14:42:06.000000000,0.0,0.259483,0.0,0.239494,0.0,0.171125,0.875147,0.851802,0.92606,0.128915,0.0,0.257275,0.92606,0.128915,0.0,0.64189,0.0,0.750344,0.0,0.129667,0.0,0.398735,0.03199,0.242063,0.0,0.254598,0.0,0.454669,0.0,0.196476,0.0,0.253024,0.0,0.686332,0.992017,0.806081,0.994875,0.790787,0.0,0.29588,0.994875,0.790787,0.0,0.145854,0.0,0.158914,0.0,0.13476,0.0,0.110216,0.003327,0.139047,0.0,0.238398,0.0,0.155676,0.0,0.174694,0.0,0.187958,0.0,0.103835,0.0,0.22776,0.006772,0.209007,0.0,0.188578,0.0,0.154243,1
67,2023-02-06T14:41:38.000000000,2023-02-06T14:42:36.000000000,0.0,0.249516,0.0,0.24736,0.0,0.139386,0.875147,0.880982,0.92606,0.087471,0.0,0.228782,0.92606,0.087471,0.0,0.65622,0.0,0.760663,0.0,0.141125,0.0,0.3232,0.03199,0.224808,0.0,0.120493,0.0,0.396439,0.0,0.186713,0.0,0.212611,0.0,0.677735,0.992017,0.734767,0.994875,0.741477,0.0,0.253248,0.994875,0.741477,0.0,0.143538,0.0,0.166371,0.0,0.13016,0.0,0.068887,0.003327,0.159724,0.0,0.224288,0.0,0.180859,0.0,0.124337,0.0,0.147543,0.0,0.070171,0.0,0.250581,0.006772,0.234474,0.0,0.198274,0.0,0.181431,1
68,2023-02-06T14:42:08.000000000,2023-02-06T14:43:06.000000000,0.0,0.221907,0.0,0.182148,0.0,0.158413,0.875147,0.893575,0.92606,0.100212,0.0,0.213973,0.92606,0.100212,0.0,0.682252,0.0,0.777564,0.0,0.178871,0.0,0.318801,0.03199,0.267611,0.0,0.163213,0.0,0.384547,0.0,0.21515,0.0,0.223557,0.0,0.691874,0.992017,0.607974,0.994875,0.664123,0.0,0.281623,0.994875,0.664123,0.0,0.194132,0.0,0.214765,0.0,0.188943,0.0,0.109234,0.003327,0.187226,0.0,0.181054,0.0,0.201476,0.0,0.176269,0.0,0.200586,0.0,0.106043,0.0,0.210336,0.006772,0.201873,0.0,0.153827,0.0,0.149507,1
69,2023-02-06T14:42:38.000000000,2023-02-06T14:43:36.000000000,0.0,0.260709,0.0,0.181493,0.0,0.190304,0.875147,0.850385,0.92606,0.164366,0.0,0.266302,0.92606,0.164366,0.0,0.677217,0.0,0.774796,0.0,0.168754,0.0,0.328714,0.03199,0.194487,0.0,0.148216,0.0,0.396345,0.0,0.228017,0.0,0.260312,0.0,0.693445,0.992017,0.716562,0.994875,0.73888,0.0,0.335454,0.994875,0.73888,0.0,0.149087,0.0,0.115378,0.0,0.180331,0.0,0.126211,0.003327,0.126763,0.0,0.218628,0.0,0.135931,0.0,0.218533,0.0,0.241226,0.0,0.096378,0.0,0.176738,0.006772,0.132574,0.0,0.116527,0.0,0.0821,1
70,2023-02-06T14:43:08.000000000,2023-02-06T14:44:06.000000000,0.0,0.278124,0.0,0.241733,0.0,0.192857,0.875147,0.814526,0.92606,0.176005,0.0,0.26926,0.92606,0.176005,0.0,0.685764,0.0,0.779153,0.0,0.185661,0.0,0.30904,0.03199,0.194278,0.0,0.151033,0.0,0.377673,0.0,0.208238,0.0,0.268866,0.0,0.698994,0.992017,0.91636,0.994875,0.862109,0.0,0.30149,0.994875,0.862109,0.0,0.121475,0.0,0.160321,0.0,0.128028,0.0,0.143123,0.003327,0.119331,0.0,0.234502,0.0,0.142734,0.0,0.204104,0.0,0.214893,0.0,0.121822,0.0,0.155219,0.006772,0.130162,0.0,0.176619,0.0,0.115917,1
71,2023-02-06T14:43:38.000000000,2023-02-06T14:44:36.000000000,0.0,0.241066,0.0,0.162092,0.0,0.190268,0.875147,0.833796,0.92606,0.123676,0.0,0.249994,0.92606,0.123676,0.0,0.671646,0.0,0.770905,0.0,0.155233,0.0,0.368725,0.03199,0.239394,0.0,0.203488,0.0,0.43038,0.0,0.211963,0.0,0.262157,0.0,0.693458,0.992017,0.84273,0.994875,0.808038,0.0,0.310836,0.994875,0.808038,0.0,0.196279,0.0,0.179699,0.0,0.184647,0.0,0.129849,0.003327,0.162598,0.0,0.202604,0.0,0.171404,0.0,0.219311,0.0,0.23937,0.0,0.107011,0.0,0.168664,0.006772,0.141286,0.0,0.151801,0.0,0.109937,1
72,2023-02-06T14:44:08.000000000,2023-02-06T14:45:06.000000000,0.0,0.273539,0.0,0.201567,0.0,0.214984,0.875147,0.880688,0.92606,0.090939,0.0,0.287217,0.92606,0.090939,0.0,0.699284,0.0,0.789105,0.0,0.19375,0.0,0.313388,0.03199,0.177327,0.0,0.137127,0.0,0.384191,0.0,0.228644,0.0,0.29067,0.0,0.704055,0.992017,0.660222,0.994875,0.695805,0.0,0.351036,0.994875,0.695805,0.0,0.112347,0.0,0.091863,0.0,0.112592,0.0,0.153856,0.003327,0.095537,0.0,0.247497,0.0,0.107271,0.0,0.278847,0.0,0.294077,0.0,0.115961,0.0,0.168413,0.006772,0.113827,0.0,0.159903,0.0,0.080307,1
73,2023-02-06T14:44:38.000000000,2023-02-06T14:45:36.000000000,0.0,0.24887,0.0,0.214852,0.0,0.193362,0.875147,0.89848,0.92606,0.092086,0.0,0.25771,0.92606,0.092086,0.0,0.676336,0.0,0.773117,0.0,0.168885,0.0,0.38222,0.03199,0.233593,0.0,0.232999,0.0,0.440317,0.0,0.201814,0.0,0.260861,0.0,0.700892,0.992017,0.611396,0.994875,0.665543,0.0,0.29769,0.994875,0.665543,0.0,0.17379,0.0,0.199972,0.0,0.123254,0.0,0.144222,0.003327,0.152723,0.0,0.233568,0.0,0.168326,0.0,0.223718,0.0,0.238321,0.0,0.131284,0.0,0.159469,0.006772,0.142751,0.0,0.211461,0.0,0.131924,1
74,2023-02-06T14:45:08.000000000,2023-02-06T14:46:06.000000000,0.0,0.228099,0.0,0.158714,0.0,0.171158,0.875147,0.880992,0.92606,0.104913,0.0,0.240675,0.92606,0.104913,0.0,0.675142,0.0,0.773931,0.0,0.143653,0.0,0.363868,0.03199,0.232465,0.0,0.165324,0.0,0.43086,0.0,0.216304,0.0,0.238541,0.0,0.685465,0.992017,0.649129,0.994875,0.686046,0.0,0.321668,0.994875,0.686046,0.0,0.17289,0.0,0.111416,0.0,0.141151,0.0,0.103602,0.003327,0.146131,0.0,0.215461,0.0,0.146959,0.0,0.216839,0.0,0.244628,0.0,0.081524,0.0,0.2411,0.006772,0.190073,0.0,0.163062,0.0,0.123989,1
75,2023-02-06T14:45:38.000000000,2023-02-06T14:46:36.000000000,0.0,0.255147,0.0,0.225829,0.0,0.194274,0.875147,0.857772,0.92606,0.120708,0.0,0.266323,0.92606,0.120708,0.0,0.704427,0.0,0.792129,0.0,0.224396,0.0,0.310729,0.03199,0.193708,0.0,0.16567,0.0,0.375043,0.0,0.231786,0.0,0.252108,0.0,0.709849,0.992017,0.720312,0.994875,0.731281,0.0,0.334787,0.994875,0.731281,0.0,0.107524,0.0,0.132446,0.0,0.069723,0.0,0.154266,0.003327,0.108367,0.0,0.247465,0.0,0.123646,0.0,0.232312,0.0,0.254454,0.0,0.132394,0.0,0.171948,0.006772,0.122911,0.0,0.158614,0.0,0.080317,1
76,2023-02-06T14:46:08.000000000,2023-02-06T14:47:06.000000000,0.0,0.237851,0.0,0.219339,0.0,0.149354,0.875147,0.84479,0.92606,0.130524,0.0,0.239191,0.92606,0.130524,0.0,0.632108,0.0,0.743548,0.0,0.092658,0.0,0.411211,0.03199,0.227141,0.0,0.248389,0.0,0.466575,0.0,0.180925,0.0,0.21581,0.0,0.675567,0.992017,0.782471,0.994875,0.77202,0.0,0.271318,0.994875,0.77202,0.0,0.178065,0.0,0.155575,0.0,0.173763,0.0,0.096016,0.003327,0.149952,0.0,0.225994,0.0,0.160755,0.0,0.109882,0.0,0.126311,0.0,0.08971,0.0,0.21151,0.006772,0.188727,0.0,0.178818,0.0,0.144583,1
77,2023-02-06T14:46:38.000000000,2023-02-06T14:47:36.000000000,0.0,0.240709,0.0,0.216825,0.0,0.130449,0.875147,0.853131,0.92606,0.124521,0.0,0.217215,0.92606,0.124521,0.0,0.671356,0.0,0.771207,0.0,0.181113,0.0,0.282709,0.03199,0.211387,0.0,0.086361,0.0,0.35834,0.0,0.20346,0.0,0.202812,0.0,0.679077,0.992017,0.739965,0.994875,0.748182,0.0,0.273271,0.994875,0.748182,0.0,0.108025,0.0,0.099403,0.0,0.063189,0.0,0.080094,0.003327,0.134824,0.0,0.208928,0.0,0.150947,0.0,0.107003,0.0,0.136386,0.0,0.060616,0.0,0.271735,0.006772,0.21782,0.0,0.133379,0.0,0.121946,1
78,2023-02-06T14:47:08.000000000,2023-02-06T14:48:06.000000000,0.0,0.244577,0.0,0.18479,0.0,0.193433,0.875147,0.880742,0.92606,0.125903,0.0,0.255666,0.92606,0.125903,0.0,0.688207,0.0,0.780487,0.0,0.247113,0.0,0.319663,0.03199,0.246302,0.0,0.202729,0.0,0.376962,0.0,0.233786,0.0,0.238899,0.0,0.718234,0.992017,0.689695,0.994875,0.722464,0.0,0.320556,0.994875,0.722464,0.0,0.222611,0.0,0.212907,0.0,0.278231,0.0,0.162016,0.003327,0.167286,0.0,0.20035,0.0,0.170488,0.0,0.176587,0.0,0.197703,0.0,0.143241,0.0,0.108906,0.006772,0.071335,0.0,0.088207,0.0,0.031454,1
79,2023-02-06T14:47:38.000000000,2023-02-06T14:48:36.000000000,0.0,0.313624,0.0,0.241219,0.0,0.154912,0.875147,0.889787,0.92606,0.14753,0.0,0.290378,0.92606,0.14753,0.0,0.628421,0.0,0.740341,0.0,0.0606,0.0,0.383506,0.03199,0.194164,0.0,0.218129,0.0,0.446508,0.0,0.185868,0.0,0.287262,0.0,0.649672,0.992017,0.787428,0.994875,0.783028,0.0,0.319169,0.994875,0.783028,0.0,0.137916,0.0,0.011818,0.0,0.682335,0.0,0.181066,0.003327,0.104378,0.0,0.266103,0.0,0.12525,0.0,0.11998,0.0,0.117631,0.0,0.057743,0.0,0.22769,0.006772,0.199729,0.0,0.147228,0.0,0.143651,1
80,2023-02-06T14:48:08.000000000,2023-02-06T14:49:06.000000000,0.0,0.307873,0.0,0.301861,0.0,0.219894,0.875147,0.864185,0.92606,0.14037,0.0,0.258289,0.92606,0.14037,0.0,0.690778,0.0,0.783803,0.0,0.43025,0.0,0.24608,0.03199,0.242543,0.0,0.138347,0.0,0.313795,0.0,0.208665,0.0,0.275573,0.0,0.761462,0.992017,0.829815,0.994875,0.796797,0.0,0.254132,0.994875,0.796797,1e-06,0.230215,1e-06,0.317703,1.0,0.828484,0.003371,0.412953,0.002487,0.328811,2.8e-05,0.477609,0.001592,0.36236,0.0,0.16496,0.0,0.189066,0.0,0.150189,0.0,0.182827,0.006772,0.153084,0.0,0.133091,0.0,0.07997,1
81,2023-02-06T14:48:38.000000000,2023-02-06T14:49:36.000000000,0.0,0.235188,0.0,0.0742,0.0,0.489523,0.875147,0.855386,0.92606,0.094278,0.0,0.291071,0.92606,0.094278,0.0,0.668677,0.0,0.765379,0.0,0.686305,0.0,0.561347,0.03199,0.515201,0.0,0.457617,0.0,0.601681,0.0,0.224432,0.0,0.354787,0.0,0.893613,0.992017,0.598756,0.994875,0.650809,0.0,0.367672,0.994875,0.650809,0.000454,0.79071,0.00042,0.75234,1.0,0.570285,0.451768,0.715397,0.209874,0.679075,0.453876,0.814757,0.207237,0.662015,0.0,0.37238,0.0,0.333218,0.0,0.322105,0.0,0.181699,0.006772,0.187498,0.0,0.246091,0.0,0.205291,1
82,2023-02-06T14:49:08.000000000,2023-02-06T14:50:06.000000000,0.0,0.386722,0.0,0.348567,0.333333,0.736587,0.875323,0.904777,0.926191,0.095254,2.4e-05,0.356329,0.926191,0.095254,1.5e-05,0.723853,1.5e-05,0.807452,1.0,0.841416,0.028204,0.83175,0.028917,0.673944,0.000871,0.654784,0.034519,0.86983,1e-06,0.219992,2e-06,0.5028,1.0,1.0,0.992013,0.405604,0.994866,0.538512,4.6e-05,0.481918,0.994866,0.538512,0.712143,0.940577,0.694565,0.817133,0.666667,0.362891,0.648053,0.801955,0.428397,0.788728,0.775367,0.997422,0.426489,0.745362,0.0,0.63171,0.0,0.521194,0.333333,0.442902,0.00201,0.659568,0.006591,0.73947,5e-06,0.723107,0.001402,0.753127,1
83,2023-02-06T14:49:38.000000000,2023-02-06T14:50:36.000000000,0.000846,0.407343,0.000745,0.579076,1.0,0.698842,0.894084,0.962917,0.937077,0.168023,0.028889,0.333425,0.937077,0.168023,0.015262,0.901452,0.010749,0.936074,1.0,0.876185,0.988367,0.880039,1.0,0.635935,0.969252,0.653552,1.0,0.9194,0.001836,0.321474,0.002085,0.43623,1.0,0.937154,0.929451,0.483885,0.927127,0.583663,0.167266,0.416286,0.927127,0.583663,0.948318,0.560042,0.865536,0.428248,0.333333,0.48413,0.884736,0.563404,0.816831,0.528709,0.890281,0.694592,0.81622,0.5394,7.4e-05,0.849027,6.7e-05,0.886926,1.0,0.46969,0.689278,1.0,0.526599,1.0,0.519053,1.0,0.523371,1.0,1
84,2023-02-06T14:50:08.000000000,2023-02-06T14:51:06.000000000,0.527147,0.247526,0.612775,0.368122,0.666667,0.528707,1.0,0.931178,1.0,0.210303,0.190934,0.31053,1.0,0.210303,0.922637,0.922851,0.989515,0.954079,0.333333,0.72104,0.999849,0.57178,0.973103,0.452532,0.999832,0.462262,0.973734,0.626292,0.421821,0.340401,0.712582,0.233467,0.333333,0.817345,0.918006,0.689335,0.915441,0.699506,0.190934,0.392899,0.915441,0.699506,0.352181,0.127358,0.289894,0.214844,0.333333,0.627142,0.753035,0.278898,0.596157,0.293529,0.863439,0.329315,0.594809,0.344825,1.0,0.691175,1.0,0.82817,0.333333,0.357112,1.0,0.690453,1.0,0.676909,1.0,0.708897,1.0,0.65504,1
85,2023-02-06T14:50:38.000000000,2023-02-06T14:51:36.000000000,0.056764,0.222581,0.061519,0.131949,0.0,0.430978,0.982526,0.874006,0.989122,0.157024,0.167266,0.281219,0.989122,0.157024,0.006963,0.780488,0.004678,0.848419,1.0,0.652707,0.15385,0.34623,0.0,0.327172,0.025832,0.219763,0.203244,0.402497,0.00595,0.259274,0.008161,0.243259,1.0,0.819301,0.980812,0.762135,0.983039,0.745343,0.028889,0.413651,0.983039,0.745343,0.000123,0.199877,0.00013,0.136786,1.0,0.447587,0.013946,0.118886,0.0,0.174101,0.000483,0.093334,0.006425,0.149775,0.072513,0.367961,0.065498,0.416844,0.0,0.232342,0.724531,0.24746,0.480262,0.218037,0.589973,0.277746,0.476719,0.199493,1
86,2023-02-06T14:51:08.000000000,2023-02-06T14:52:06.000000000,2.3e-05,0.28466,2.2e-05,0.345166,1.0,0.252214,0.875165,0.860296,0.926069,0.103227,4.6e-05,0.245709,0.926069,0.103227,3e-06,0.719954,4e-06,0.802565,1.0,0.45499,0.00668,0.334427,0.029969,0.243085,4.8e-05,0.177591,0.006825,0.400846,7e-06,0.241061,1.1e-05,0.264589,1.0,0.807728,0.991827,0.75328,0.994735,0.75436,2.4e-05,0.332223,0.994735,0.75436,0.0,0.133712,0.0,0.103589,0.333333,0.168517,0.000727,0.142515,0.002991,0.105284,1e-06,0.306111,0.000336,0.124235,1.3e-05,0.189002,1.2e-05,0.204387,1.0,0.125374,0.006652,0.165154,0.007042,0.134142,5.4e-05,0.087329,0.005627,0.083706,1
87,2023-02-06T14:51:38.000000000,2023-02-06T14:52:36.000000000,0.0,0.256512,0.0,0.276044,0.0,0.126363,0.875147,0.870971,0.92606,0.101885,0.0,0.252038,0.92606,0.101885,0.0,0.698936,0.0,0.790234,0.0,0.054594,0.0,0.311204,0.03199,0.206517,0.0,0.206815,0.0,0.373059,0.0,0.22766,0.0,0.209292,0.0,0.674437,0.992017,0.733473,0.994875,0.754881,0.0,0.294641,0.994875,0.754881,0.0,0.110094,0.0,0.125458,0.0,0.336488,0.0,0.147636,0.003327,0.141162,0.0,0.103125,0.0,0.162584,0.0,0.150425,0.0,0.188277,0.0,0.135544,0.0,0.141456,0.006772,0.096161,0.0,0.149064,0.0,0.062845,1
88,2023-02-06T14:52:08.000000000,2023-02-06T14:53:06.000000000,0.0,0.292312,0.0,0.246076,0.0,0.274712,0.875147,0.880392,0.92606,0.126166,0.0,0.248131,0.92606,0.126166,0.0,0.651558,0.0,0.753588,0.0,0.237163,0.0,0.318228,0.03199,0.20817,0.0,0.130427,0.0,0.387058,0.0,0.228826,0.0,0.278467,0.0,0.73561,0.992017,0.711436,0.994875,0.742678,0.0,0.31802,0.994875,0.742678,0.0,0.252907,0.0,0.152563,0.333333,0.501389,0.001528,0.252571,0.003091,0.176693,6e-06,0.310837,0.000654,0.158722,0.0,0.15966,0.0,0.165802,0.0,0.120959,0.0,0.179546,0.006772,0.118297,0.0,0.163311,0.0,0.088974,1
89,2023-02-06T14:52:38.000000000,2023-02-06T14:53:36.000000000,0.0,0.31645,0.0,0.239459,0.0,0.313536,0.875147,0.887084,0.92606,0.149675,0.0,0.280589,0.92606,0.149675,0.0,0.666668,0.0,0.766994,0.0,0.168969,0.0,0.308571,0.03199,0.216565,0.0,0.159598,0.0,0.379042,0.0,0.197352,0.0,0.332851,0.0,0.813848,0.992017,0.759912,0.994875,0.757838,0.0,0.292125,0.994875,0.757838,0.000109,0.637949,9.8e-05,0.646195,1.0,0.665504,0.066258,0.549288,0.012301,0.608358,0.011192,0.717529,0.023301,0.632412,0.0,0.226879,0.0,0.23332,0.0,0.231424,0.0,0.13081,0.006772,0.097473,0.0,0.202544,0.0,0.111841,1
90,2023-02-06T14:53:08.000000000,2023-02-06T14:54:06.000000000,0.0,0.361044,0.0,0.301723,0.333333,0.50823,0.874958,0.878856,0.925915,0.146302,1.1e-05,0.287005,0.925915,0.146302,0.0,0.637749,0.0,0.746568,0.0,0.098026,0.0,0.324317,0.03199,0.204394,0.0,0.160544,0.0,0.388608,0.0,0.228815,0.0,0.403218,0.0,0.804329,0.992398,0.735197,0.995149,0.721202,9e-06,0.295346,0.995149,0.721202,0.515411,1.0,0.585059,1.0,0.666667,0.605695,0.685847,0.869325,0.489338,1.0,0.810684,0.99573,0.487633,1.0,0.0,0.267651,0.0,0.258661,0.333333,0.358901,0.001402,0.338483,0.006022,0.347929,2e-06,0.32088,0.001029,0.320789,1
91,2023-02-06T14:53:38.000000000,2023-02-06T14:54:36.000000000,0.000362,0.359118,0.000313,0.45063,1.0,1.0,0.864969,0.852421,0.916339,0.091428,0.016291,0.311326,0.916339,0.091428,0.0,0.650968,0.0,0.755044,0.0,0.252987,0.0,0.347856,0.03199,0.204385,0.0,0.150997,0.0,0.420339,0.000375,0.382637,0.000417,0.472169,1.0,0.882771,1.0,0.516193,1.0,0.588398,0.005019,0.439549,1.0,0.588398,0.866191,0.76196,0.984364,0.616367,0.333333,0.194722,1.0,0.783383,1.0,0.751653,0.884874,0.716288,1.0,0.72012,3.8e-05,0.555555,3.3e-05,0.589588,1.0,0.42713,0.020645,0.79383,0.006964,0.781026,0.000519,0.558672,0.021843,0.682179,1
