segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_fm_demodulated,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_fm_demodulated,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_fm_demodulated,m1_speed_rms_baseband,m1_speed_rms_fm_demodulated,m1_speed_mean_baseband,m1_speed_mean_fm_demodulated,m1_speed_variance_baseband,m1_speed_variance_fm_demodulated,m1_speed_fft_peak_baseband,m1_speed_fft_peak_fm_demodulated,m2_speed_psd_peak_baseband,m2_speed_psd_peak_fm_demodulated,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_fm_demodulated,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_fm_demodulated,m2_speed_rms_baseband,m2_speed_rms_fm_demodulated,m2_speed_mean_baseband,m2_speed_mean_fm_demodulated,m2_speed_variance_baseband,m2_speed_variance_fm_demodulated,m2_speed_fft_peak_baseband,m2_speed_fft_peak_fm_demodulated,m3_speed_psd_peak_baseband,m3_speed_psd_peak_fm_demodulated,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_fm_demodulated,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_fm_demodulated,m3_speed_rms_baseband,m3_speed_rms_fm_demodulated,m3_speed_mean_baseband,m3_speed_mean_fm_demodulated,m3_speed_variance_baseband,m3_speed_variance_fm_demodulated,m3_speed_fft_peak_baseband,m3_speed_fft_peak_fm_demodulated,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_fm_demodulated,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_fm_demodulated,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_fm_demodulated,o8_compressor_rms_baseband,o8_compressor_rms_fm_demodulated,o8_compressor_mean_baseband,o8_compressor_mean_fm_demodulated,o8_compressor_variance_baseband,o8_compressor_variance_fm_demodulated,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_fm_demodulated,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_fm_demodulated,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_fm_demodulated,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_fm_demodulated,current_task_duration_rms_baseband,current_task_duration_rms_fm_demodulated,current_task_duration_mean_baseband,current_task_duration_mean_fm_demodulated,current_task_duration_variance_baseband,current_task_duration_variance_fm_demodulated,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_fm_demodulated,current_state_binary
92,2023-02-06T14:54:08.000000000,2023-02-06T14:55:06.000000000,0.4519,0.259236,0.459986,0.265781,0.666667,0.886902,0.897156,0.852769,0.925874,0.055496,0.142895,0.360036,0.925874,0.055496,0.0,0.695404,0.0,0.787455,0.0,0.091367,0.0,0.333181,0.03199,0.256979,0.0,0.162102,0.0,0.400491,0.460567,0.367159,0.683323,0.405323,0.666667,0.88969,0.916495,0.409287,0.914403,0.544978,0.190361,0.501785,0.914403,0.544978,0.703593,0.234471,0.52322,0.126692,0.333333,0.326649,0.752162,0.397176,0.588307,0.221052,0.875832,0.375907,0.586932,0.202811,0.450276,0.695913,0.492823,0.753236,0.333333,0.451543,0.764691,0.759578,0.703116,0.788234,0.605116,0.593161,0.701092,0.700564,1
93,2023-02-06T14:54:38.000000000,2023-02-06T14:55:36.000000000,0.053437,0.249951,0.084364,0.112037,0.666667,0.515519,0.907369,0.904254,0.935781,0.114113,0.125989,0.295063,0.935781,0.114113,0.0,0.678656,0.0,0.774766,0.0,0.184321,0.0,0.326204,0.03199,0.246592,0.0,0.131265,0.0,0.394998,0.127321,0.205032,0.179731,0.292265,0.333333,0.826728,0.909401,0.646584,0.910167,0.708642,0.183077,0.399801,0.910167,0.708642,0.013294,0.075101,0.012946,0.133376,0.0,0.374496,0.178181,0.105439,0.067916,0.094803,0.074811,0.260319,0.064843,0.126539,0.233271,0.373488,0.206416,0.389368,0.333333,0.364218,0.764527,0.321067,0.702974,0.30161,0.604854,0.346423,0.700949,0.333017,1
94,2023-02-06T14:55:08.000000000,2023-02-06T14:56:06.000000000,4.5e-05,0.257483,3.9e-05,0.330215,1.0,0.19934,0.875595,0.909093,0.926391,0.203455,8.5e-05,0.24924,0.926391,0.203455,0.0,0.685692,0.0,0.782099,0.0,0.20721,0.0,0.36554,0.03199,0.214162,0.0,0.221438,0.0,0.426037,6.4e-05,0.281907,7.6e-05,0.239142,1.0,0.715529,0.992884,0.902403,0.99549,0.843655,9.1e-05,0.361536,0.99549,0.843655,1e-06,0.172052,1e-06,0.111056,1.0,0.21833,0.001487,0.105781,0.002808,0.149898,5e-06,0.197914,0.000634,0.153782,4.6e-05,0.183534,4e-05,0.214211,1.0,0.228081,0.013184,0.098822,0.007572,0.166816,0.000212,0.125577,0.012038,0.14279,1
95,2023-02-06T14:55:38.000000000,2023-02-06T14:56:36.000000000,0.0,0.202673,0.0,0.14292,0.0,0.17202,0.875147,0.83761,0.92606,0.153175,0.0,0.250857,0.92606,0.153175,0.0,0.708866,0.0,0.796067,0.0,0.152036,0.0,0.36374,0.03199,0.224497,0.0,0.181035,0.0,0.425025,0.0,0.250795,0.0,0.213479,0.0,0.703524,0.992017,0.688422,0.994875,0.686888,0.0,0.363362,0.994875,0.686888,0.0,0.112691,0.0,0.081597,0.0,0.19505,0.0,0.10244,0.003327,0.093957,0.0,0.223437,0.0,0.100843,0.0,0.228218,0.0,0.266921,0.0,0.143557,0.0,0.219145,0.006772,0.171202,0.0,0.182879,0.0,0.107115,1
96,2023-02-06T14:56:08.000000000,2023-02-06T14:57:06.000000000,0.0,0.275135,0.0,0.237952,0.0,0.111077,0.875147,0.811745,0.92606,0.070532,0.0,0.241292,0.92606,0.070532,0.0,0.70596,0.0,0.793701,0.0,0.22689,0.0,0.325912,0.03199,0.227873,0.0,0.157237,0.0,0.395374,0.0,0.20575,0.0,0.248229,0.0,0.684677,0.992017,0.568843,0.994875,0.628472,0.0,0.33879,0.994875,0.628472,0.0,0.176363,0.0,0.127925,0.0,0.611132,0.0,0.126394,0.003327,0.155438,0.0,0.205705,0.0,0.172443,0.0,0.103598,0.0,0.1066,0.0,0.147276,0.0,0.123749,0.006772,0.064594,0.0,0.164828,0.0,0.063034,1
97,2023-02-06T14:56:38.000000000,2023-02-06T14:57:36.000000000,0.0,0.299826,0.0,0.39755,0.0,0.298229,0.875147,0.872193,0.92606,0.103595,0.0,0.248206,0.92606,0.103595,0.0,0.667762,0.0,0.769206,0.0,0.119255,0.0,0.357708,0.03199,0.205633,0.0,0.240423,0.0,0.412636,0.0,0.255615,0.0,0.280726,0.0,0.73313,0.992017,0.768703,0.994875,0.778589,0.0,0.300098,0.994875,0.778589,0.0,0.278441,0.0,0.300977,0.666667,0.776724,0.002004,0.298071,0.003327,0.305683,1e-05,0.410379,0.000917,0.337091,0.0,0.210861,0.0,0.243074,0.0,0.091534,0.0,0.218818,0.006772,0.190331,0.0,0.145681,0.0,0.122498,1
98,2023-02-06T14:57:08.000000000,2023-02-06T14:58:06.000000000,0.0,0.273967,0.0,0.100325,0.0,0.760637,0.875147,0.917175,0.92606,0.17201,0.0,0.204713,0.92606,0.17201,0.0,0.648332,0.0,0.752112,0.0,0.225629,0.0,0.369192,0.03199,0.157638,0.0,0.177651,0.0,0.434938,0.0,0.104844,0.0,0.271241,0.0,0.903133,0.992017,0.857897,0.994875,0.826652,0.0,0.231435,0.994875,0.826652,0.000216,0.698036,0.000197,0.782473,1.0,0.534776,0.313246,0.663967,0.108134,0.664814,0.234475,0.753278,0.105157,0.681381,0.0,0.103928,0.0,0.101561,0.0,0.197076,0.0,0.206952,0.006772,0.09148,0.0,0.15822,0.0,0.044701,1
99,2023-02-06T14:57:38.000000000,2023-02-06T14:58:36.000000000,2e-06,0.445259,3e-06,0.445106,1.0,0.953213,0.875917,0.865846,0.926633,0.114704,0.000113,0.350395,0.926633,0.114704,0.0,0.692623,0.0,0.78408,0.0,0.177581,0.0,0.335192,0.03199,0.222065,0.0,0.158168,0.0,0.40738,0.0,0.272804,1e-06,0.430184,0.666667,0.939439,0.991469,0.606765,0.994475,0.644666,3e-05,0.39653,0.994475,0.644666,0.586971,0.86969,0.55561,0.791633,0.666667,0.361169,0.646943,0.910632,0.427643,0.776119,0.77275,0.956097,0.425733,0.742778,0.0,0.195612,0.0,0.224671,0.333333,0.337728,0.003171,0.43537,0.00732,0.431798,1.2e-05,0.374946,0.002527,0.406641,1
100,2023-02-06T14:58:08.000000000,2023-02-06T14:59:06.000000000,0.003355,0.505504,0.002849,0.691917,1.0,0.531908,0.807251,0.827639,0.848307,0.026946,0.204805,0.45675,0.848307,0.026946,0.0,0.667674,0.0,0.767423,0.0,0.052483,0.0,0.299664,0.03199,0.257471,0.0,0.129245,0.0,0.366519,0.001241,0.384927,0.001365,0.522131,1.0,0.808782,0.955336,0.48321,0.955083,0.570671,0.100626,0.464422,0.955083,0.570671,0.885938,0.568668,0.940939,0.412403,0.333333,0.394986,0.929493,0.624013,0.861556,0.495319,0.972191,0.646509,0.861094,0.463385,0.000161,0.58207,0.000136,0.65536,1.0,0.366913,0.390439,0.706864,0.24332,0.768472,0.173353,0.5101,0.238161,0.691668,1
101,2023-02-06T14:58:38.000000000,2023-02-06T14:59:36.000000000,0.833507,0.349528,0.964882,0.511921,0.666667,0.269273,0.874308,0.858085,0.888395,0.059113,0.304295,0.346894,0.888395,0.059113,0.0,0.619543,0.0,0.734493,0.0,0.233221,0.0,0.340495,0.03199,0.178909,0.0,0.184,0.0,0.405768,0.471921,0.251549,0.766064,0.369816,0.666667,0.759745,0.91895,0.574671,0.916091,0.649741,0.191278,0.32816,0.916091,0.649741,0.478199,0.143349,0.450783,0.16341,0.333333,0.560693,0.737405,0.275093,0.54242,0.195336,0.907161,0.349783,0.540893,0.238036,0.4576,0.489437,0.54879,0.554898,0.333333,0.281038,0.695812,0.588509,0.625985,0.609422,0.505013,0.38785,0.623435,0.554527,1
102,2023-02-06T14:59:08.000000000,2023-02-06T15:00:06.000000000,0.022373,0.199758,0.03341,0.141821,0.0,0.504956,0.940026,0.878006,0.966774,0.13905,0.076003,0.294379,0.966774,0.13905,0.0,0.678022,0.0,0.775065,0.0,0.141345,0.0,0.368143,0.03199,0.224338,0.0,0.198399,0.0,0.429451,0.022446,0.211709,0.030565,0.211476,0.0,0.834767,0.955336,0.639956,0.955083,0.69892,0.100626,0.359258,0.955083,0.69892,0.000259,0.292272,0.000222,0.202211,1.0,0.576069,0.015028,0.010503,0.003503,0.275303,0.000583,0.325878,0.007651,0.241222,0.046944,0.296546,0.044156,0.339971,0.0,0.326558,0.575986,0.262201,0.390194,0.186314,0.371679,0.232442,0.386036,0.168503,1
103,2023-02-06T14:59:38.000000000,2023-02-06T15:00:36.000000000,2.1e-05,0.268431,2e-05,0.274045,1.0,0.497372,0.875223,0.84839,0.926113,0.132392,4.6e-05,0.338062,0.926113,0.132392,0.0,0.684602,0.0,0.778865,0.0,0.17318,0.0,0.296508,0.03199,0.267308,0.0,0.098644,0.0,0.36895,1.3e-05,0.297005,2e-05,0.271843,1.0,0.806651,0.991469,0.666014,0.994475,0.701123,3e-05,0.414691,0.994475,0.701123,0.0,0.224934,0.0,0.097468,0.333333,0.491302,0.000874,0.216257,0.003072,0.185662,2e-06,0.263585,0.00034,0.163811,1.1e-05,0.362982,1e-05,0.396183,1.0,0.307689,0.006185,0.186586,0.006981,0.174507,4.7e-05,0.287862,0.005235,0.196081,1
104,2023-02-06T15:00:08.000000000,2023-02-06T15:01:06.000000000,0.0,0.238388,0.0,0.294395,0.0,0.048845,0.875147,0.867421,0.92606,0.123139,0.0,0.254859,0.92606,0.123139,0.0,0.662222,0.0,0.7663,0.0,0.233794,0.0,0.366177,0.03199,0.211088,0.0,0.251787,0.0,0.421576,0.0,0.226163,0.0,0.232431,0.0,0.660665,0.992017,0.763555,0.994875,0.748944,0.0,0.322,0.994875,0.748944,5e-06,0.422488,5e-06,0.338755,1.0,0.432489,0.005478,0.427006,0.003738,0.348337,7.7e-05,0.528836,0.002683,0.386621,0.0,0.201091,0.0,0.216307,0.0,0.131616,0.0,0.200123,0.006772,0.151726,0.0,0.174869,0.0,0.133651,1
105,2023-02-06T15:00:38.000000000,2023-02-06T15:01:36.000000000,0.0,0.221923,0.0,0.210015,0.0,0.319149,0.875147,0.925586,0.92606,0.167667,0.0,0.237388,0.92606,0.167667,0.0,0.733376,0.0,0.812741,0.0,0.157381,0.0,0.366024,0.03199,0.236264,0.0,0.166035,0.0,0.429525,0.0,0.238678,0.0,0.216649,0.0,0.735216,0.992017,0.779159,0.994875,0.755745,0.0,0.352762,0.994875,0.755745,0.006828,0.71226,0.008499,0.704461,0.0,0.496027,0.457942,0.629558,0.212616,0.559902,0.466424,0.755101,0.209988,0.566086,0.0,0.137673,0.0,0.159029,0.0,0.086073,0.0,0.158175,0.006772,0.095947,0.0,0.147203,0.0,0.050027,1
106,2023-02-06T15:01:08.000000000,2023-02-06T15:02:06.000000000,0.0,0.245725,0.0,0.186287,0.0,0.295095,0.875147,0.896947,0.92606,0.15198,0.0,0.252545,0.92606,0.15198,0.0,0.717338,0.0,0.802898,0.0,0.195285,0.0,0.280758,0.03199,0.256757,0.0,0.136922,0.0,0.352808,0.0,0.250362,0.0,0.244078,0.0,0.721249,0.992017,0.735421,0.994875,0.736845,0.0,0.36456,0.994875,0.736845,0.972036,0.534556,0.999655,0.604895,0.666667,0.6147,0.686785,0.608297,0.484153,0.401507,0.822564,0.618292,0.482432,0.41287,0.0,0.16771,0.0,0.180374,0.0,0.124744,0.0,0.181163,0.006772,0.149444,0.0,0.22368,0.0,0.128813,1
107,2023-02-06T15:01:38.000000000,2023-02-06T15:02:36.000000000,0.0,0.279981,0.0,0.221973,0.0,0.0,0.875147,0.831443,0.92606,0.092168,0.0,0.240361,0.92606,0.092168,0.0,0.637039,0.0,0.748423,0.0,0.136393,0.0,0.405596,0.03199,0.184102,0.0,0.308996,0.0,0.453149,0.0,0.166971,0.0,0.280544,0.0,0.648909,0.992017,0.799091,0.994875,0.794094,0.0,0.236985,0.994875,0.794094,0.329538,0.072326,0.256988,0.204781,0.333333,0.489614,0.511871,0.203763,0.2757,0.112876,0.549525,0.19571,0.273283,0.152501,0.0,0.174317,0.0,0.189038,0.0,0.095583,0.0,0.222142,0.006772,0.195334,0.0,0.095792,0.0,0.120735,1
108,2023-02-06T15:02:08.000000000,2023-02-06T15:03:06.000000000,0.0,0.271709,0.0,0.255749,0.0,0.286864,0.875147,0.845549,0.92606,0.104582,0.0,0.166955,0.92606,0.104582,0.0,0.694509,0.0,0.782256,0.0,0.211292,0.0,0.358163,0.03199,0.141668,0.0,0.113806,0.0,0.434452,0.0,0.147326,0.0,0.266574,0.0,0.710282,0.992017,0.812235,0.994875,0.805782,0.0,0.209565,0.994875,0.805782,1.5e-05,0.188526,1.5e-05,0.142237,1.0,0.241801,0.004319,0.126665,0.003695,0.165683,4.8e-05,0.22372,0.002121,0.18274,0.0,0.050542,0.0,0.06749,0.0,0.155957,0.0,0.262641,0.006772,0.137269,0.0,0.079511,0.0,0.022081,1
109,2023-02-06T15:02:38.000000000,2023-02-06T15:03:36.000000000,0.0,0.188998,0.0,0.091669,0.0,0.130746,0.875147,0.885434,0.92606,0.133229,0.0,0.235251,0.92606,0.133229,0.0,0.690166,0.0,0.783079,0.0,0.103679,0.0,0.285235,0.03199,0.232636,0.0,0.146296,0.0,0.357811,0.0,0.22486,0.0,0.18574,0.0,0.696401,0.992017,0.646815,0.994875,0.68344,0.0,0.34066,0.994875,0.68344,0.0,0.151014,0.0,0.19859,0.0,0.084346,0.0,0.188163,0.003327,0.166845,0.0,0.252136,0.0,0.189359,0.0,0.122272,0.0,0.136127,0.0,0.064035,0.0,0.14375,0.006772,0.08697,0.0,0.188047,0.0,0.096731,1
110,2023-02-06T15:03:08.000000000,2023-02-06T15:04:06.000000000,0.0,0.287219,0.0,0.125386,0.0,0.170514,0.875147,0.841758,0.92606,0.082528,0.0,0.319483,0.92606,0.082528,0.0,0.63031,0.0,0.74124,0.0,0.042827,0.0,0.338759,0.03199,0.229009,0.0,0.158916,0.0,0.400608,0.0,0.199685,0.0,0.302365,0.0,0.684371,0.992017,0.622968,0.994875,0.665333,0.0,0.294521,0.994875,0.665333,0.0,0.083895,0.0,0.038225,0.0,0.107909,0.0,0.0,0.003327,0.074534,0.0,0.159915,0.0,0.066848,0.0,0.369447,0.0,0.395391,0.0,0.088271,0.0,0.180749,0.006772,0.254976,0.0,0.160155,0.0,0.218166,1
111,2023-02-06T15:03:38.000000000,2023-02-06T15:04:36.000000000,0.0,0.27216,0.0,0.206421,0.0,0.228805,0.875147,0.833744,0.92606,0.093635,0.0,0.243749,0.92606,0.093635,0.0,0.632023,0.0,0.741889,0.0,0.244283,0.0,0.281194,0.03199,0.16947,0.0,0.100774,0.0,0.360881,0.0,0.1697,0.0,0.266904,0.0,0.688988,0.992017,0.775758,0.994875,0.775018,0.0,0.251142,0.994875,0.775018,0.0,0.148147,0.0,0.116961,0.0,0.174208,0.0,0.08793,0.003327,0.087848,0.0,0.284541,0.0,0.108076,0.0,0.212668,0.0,0.218788,0.0,0.14828,0.0,0.212764,0.006772,0.166246,0.0,0.140943,0.0,0.105985,1
112,2023-02-06T15:04:08.000000000,2023-02-06T15:05:06.000000000,0.0,0.233567,0.0,0.183852,0.0,0.028853,0.875147,0.922317,0.92606,0.202158,0.0,0.318256,0.92606,0.202158,0.0,0.614222,0.0,0.731568,0.0,0.01998,0.0,0.390882,0.03199,0.274877,0.0,0.272916,0.0,0.437443,0.0,0.227812,0.0,0.227012,0.0,0.686885,0.992017,0.734679,0.994875,0.743616,0.0,0.330019,0.994875,0.743616,0.0,0.014521,0.0,0.160064,0.0,0.493537,0.0,0.089857,0.003327,0.120587,0.0,0.165741,0.0,0.143843,0.0,0.346434,0.0,0.371209,0.0,0.06024,0.0,0.169521,0.006772,0.145455,0.0,0.176365,0.0,0.167059,1
113,2023-02-06T15:04:38.000000000,2023-02-06T15:05:36.000000000,0.0,0.297037,0.0,0.299228,0.0,0.465311,0.875147,0.922263,0.92606,0.173717,0.0,0.278528,0.92606,0.173717,0.0,0.678361,0.0,0.771099,0.0,0.383024,0.0,0.331942,0.03199,0.257286,0.0,0.002654,0.0,0.421631,0.0,0.197501,0.0,0.305441,0.0,0.707603,0.992017,0.598683,0.994875,0.651537,0.0,0.281479,0.994875,0.651537,0.0,0.349798,0.0,0.21153,0.666667,0.810336,0.002004,0.281168,0.003327,0.227788,1e-05,0.459108,0.000917,0.216973,0.0,0.36349,0.0,0.396137,0.0,0.168973,0.0,0.217889,0.006772,0.211798,0.0,0.165718,0.0,0.159627,1
114,2023-02-06T15:05:08.000000000,2023-02-06T15:06:06.000000000,0.0,0.176544,0.0,0.24225,0.0,0.675743,0.875147,0.774585,0.92606,0.0,0.0,0.238884,0.92606,0.0,0.0,0.690497,0.0,0.78721,0.0,0.875162,0.0,0.390971,0.03199,0.434599,0.0,0.34557,0.0,0.456756,0.0,0.324797,0.0,0.145282,0.0,0.786913,0.992017,0.675878,0.994875,0.716524,0.0,0.449905,0.994875,0.716524,0.000216,0.808921,0.000197,0.619754,1.0,0.644669,0.313246,0.798799,0.108134,0.635307,0.234475,0.82628,0.105157,0.634113,0.0,0.05432,0.0,0.057445,0.0,0.224605,0.0,0.177776,0.006772,0.034366,0.0,0.306661,0.0,0.045815,1
115,2023-02-06T15:05:38.000000000,2023-02-06T15:06:36.000000000,1e-06,0.287686,1e-06,0.311389,1.0,0.763463,0.875511,0.769032,0.926336,0.010816,1.6e-05,0.36306,0.926336,0.010816,3e-06,0.75789,4e-06,0.83215,1.0,1.0,0.02121,0.858258,0.027498,0.758442,0.000491,0.863593,0.025213,0.851077,0.0,0.366615,0.0,0.337613,0.333333,0.882978,0.991827,0.760224,0.994735,0.763899,2.4e-05,0.458428,0.994735,0.763899,0.587111,0.896914,0.55561,0.759498,0.666667,0.290976,0.647035,1.0,0.427912,0.931457,0.772668,0.791937,0.426003,0.896924,0.0,0.527307,0.0,0.592423,0.333333,0.29252,0.001614,0.45045,0.006177,0.433165,3e-06,0.48704,0.001116,0.466884,1
116,2023-02-06T15:06:08.000000000,2023-02-06T15:07:06.000000000,0.000476,0.383798,0.0004,0.430131,1.0,0.681681,0.826255,0.947069,0.882012,0.222425,0.054659,0.241188,0.882012,0.222425,0.006963,0.998411,0.004725,1.0,1.0,0.761699,0.972248,1.0,0.970153,0.706766,0.940773,1.0,0.969166,1.0,0.000846,0.296695,0.000948,0.519557,1.0,0.950746,0.980812,0.568381,0.983039,0.609343,0.028889,0.410006,0.983039,0.609343,0.885925,0.516595,0.949518,0.516023,0.333333,0.343576,0.933289,0.575475,0.899028,0.719352,0.878237,0.541306,0.898691,0.698137,6.8e-05,0.595971,6.1e-05,0.687556,1.0,0.637696,0.291036,0.80133,0.178764,0.800301,0.096654,0.562971,0.173164,0.675286,1
117,2023-02-06T15:06:38.000000000,2023-02-06T15:07:36.000000000,0.37215,0.30281,0.407547,0.238224,0.666667,0.602614,0.894457,1.0,0.92606,0.250983,0.123887,0.301714,0.92606,0.250983,0.937729,0.971121,1.0,0.98334,0.333333,0.683146,1.0,0.659482,0.973898,0.460966,1.0,0.431966,0.977299,0.710329,0.527147,0.373797,0.779625,0.437826,0.666667,0.877174,0.918006,0.498872,0.915441,0.575526,0.190934,0.544791,0.915441,0.575526,0.376366,0.214247,0.340553,0.271427,0.333333,0.655755,0.745838,0.244293,0.595394,0.302858,0.837143,0.365108,0.594044,0.309715,0.67767,0.352695,0.788979,0.417774,0.333333,0.516478,0.867189,0.721372,0.827966,0.814084,0.766966,0.581676,0.826793,0.593688,1
118,2023-02-06T15:07:08.000000000,2023-02-06T15:08:06.000000000,0.029709,0.347657,0.031777,0.292596,0.333333,0.531454,0.941168,0.796113,0.970108,0.076301,0.054659,0.280764,0.970108,0.076301,0.015262,0.623477,0.009811,0.747036,1.0,0.660718,0.2351,0.213427,0.029847,0.229842,0.060579,0.0,0.29237,0.305348,0.056764,0.197868,0.07827,0.363027,0.0,0.749873,0.929451,0.687981,0.927127,0.726848,0.167266,0.203407,0.927127,0.726848,0.001433,0.220546,0.001932,0.219759,1.0,0.934388,0.07606,0.126227,0.019543,0.145745,0.014481,0.427664,0.030235,0.189509,0.113325,0.336723,0.126637,0.363924,0.333333,0.266675,0.816957,0.323736,0.6524,0.383762,0.720912,0.456389,0.65003,0.391266,1
119,2023-02-06T15:07:38.000000000,2023-02-06T15:08:36.000000000,1.2e-05,0.242002,1.1e-05,0.289158,1.0,0.328079,0.874788,0.756409,0.925785,0.032244,1.6e-05,0.075935,0.925785,0.032244,1.5e-05,0.636458,1.4e-05,0.73553,1.0,0.361818,0.009429,0.333038,0.030593,0.233562,9.7e-05,0.240998,0.010163,0.381803,2.3e-05,0.097853,2.8e-05,0.301136,1.0,0.729764,0.992013,0.745115,0.994866,0.741982,4.6e-05,0.186503,0.994866,0.741982,1e-06,0.0,2e-06,0.044245,1.0,0.67352,0.001922,0.161614,0.003341,0.111656,1e-05,0.42036,0.000824,0.114443,2.1e-05,0.104542,1.9e-05,0.172923,1.0,0.070253,0.010028,0.200953,0.003793,0.221256,0.000121,0.027756,0.008862,0.249316,1
120,2023-02-06T15:08:08.000000000,2023-02-06T15:09:06.000000000,0.0,0.207913,0.0,0.066099,0.0,0.117803,0.875147,0.998447,0.92606,0.154531,0.0,0.390277,0.92606,0.154531,0.0,0.712821,0.0,0.803866,0.0,0.248314,0.0,0.317907,0.03199,0.188619,0.0,0.097493,0.0,0.398225,0.0,0.310057,0.0,0.191701,0.0,0.691847,0.992017,0.588099,0.994875,0.622591,0.0,0.439567,0.994875,0.622591,5e-06,0.230095,5e-06,0.467542,1.0,0.212083,0.006503,0.392848,0.003818,0.255668,0.000109,0.473919,0.003115,0.315438,0.0,0.292698,0.0,0.283515,0.0,0.088547,0.0,0.157329,0.006772,0.155791,0.0,0.220122,0.0,0.089634,1
121,2023-02-06T15:08:38.000000000,2023-02-06T15:09:36.000000000,0.0,0.333879,0.0,0.291208,0.0,0.22002,0.875147,0.957039,0.92606,0.122494,0.0,0.123359,0.92606,0.122494,0.0,0.518827,0.0,0.662454,0.0,0.326633,0.0,0.215928,0.03199,0.244058,0.0,0.097321,0.0,0.278017,0.0,0.027786,0.0,0.315534,0.0,0.686478,0.992017,0.689509,0.994875,0.767606,0.0,0.018388,0.994875,0.767606,0.007334,0.644228,0.009772,0.597306,0.0,0.265848,0.455062,0.605761,0.212739,0.418191,0.45955,0.520806,0.210111,0.432899,0.0,0.433224,0.0,0.455838,0.0,0.033289,0.0,0.100763,0.006772,0.098553,0.0,0.298153,0.0,0.174595,1
122,2023-02-06T15:09:08.000000000,2023-02-06T15:10:06.000000000,0.0,0.071009,0.0,0.167668,0.0,0.228656,0.875147,0.72707,0.92606,0.126735,0.0,0.32644,0.92606,0.126735,0.0,0.758644,0.0,0.837318,0.0,0.0,0.0,0.35308,0.03199,0.189281,0.0,0.137719,0.0,0.438071,0.0,0.348008,0.0,0.111913,0.0,0.679765,0.992017,0.977951,0.994875,1.0,0.0,0.546596,0.994875,1.0,0.94417,0.671134,1.0,0.344247,0.666667,0.643865,0.64213,0.531935,0.430305,0.24952,0.752869,0.399832,0.428403,0.256008,0.0,0.0,0.0,0.0,0.0,0.147431,0.0,0.15547,0.006772,0.129572,0.0,0.0,0.0,0.025141,1
123,2023-02-06T15:09:38.000000000,2023-02-06T15:10:36.000000000,0.0,0.478856,0.0,0.270138,0.0,0.339246,0.875147,0.0,0.92606,1.0,0.0,0.935253,0.92606,1.0,0.0,0.0,0.0,0.0,0.0,0.396303,0.0,0.0,0.03199,0.280607,0.0,0.064501,0.0,0.0,0.0,1.0,0.0,0.381953,0.0,0.703822,0.992017,0.657324,0.994875,0.590166,0.0,0.419758,0.994875,0.590166,0.271177,0.321793,0.237766,0.44858,0.333333,1.0,0.453138,0.221958,0.222066,0.454804,0.448223,0.0,0.219469,0.552388,0.0,0.870979,0.0,0.802969,0.0,1.0,0.0,0.0,0.006772,0.098954,0.0,0.614483,0.0,0.149018,1
124,2023-02-06T15:10:08.000000000,2023-02-06T15:11:06.000000000,0.0,0.478856,0.0,0.270138,0.0,0.339246,0.875147,0.0,0.92606,1.0,0.0,0.935253,0.92606,1.0,0.0,0.0,0.0,0.0,0.0,0.396303,0.0,0.0,0.03199,0.280607,0.0,0.064501,0.0,0.0,0.0,1.0,0.0,0.381953,0.0,0.703822,0.992017,0.657324,0.994875,0.590166,0.0,0.419758,0.994875,0.590166,2.7e-05,0.321793,2.6e-05,0.44858,1.0,1.0,0.006475,0.221958,0.003952,0.454804,0.000108,0.0,0.003101,0.552388,0.0,0.870979,0.0,0.802969,0.0,1.0,0.0,0.0,0.006772,0.098954,0.0,0.614483,0.0,0.149018,1
