segment_idx,segment_start,segment_end,m1_speed_psd_peak_baseband,m1_speed_psd_peak_original_bits,m1_speed_psd_peak_psk_recovered,m1_speed_psd_mean_energy_baseband,m1_speed_psd_mean_energy_original_bits,m1_speed_psd_mean_energy_psk_recovered,m1_speed_psd_peak_freq_baseband,m1_speed_psd_peak_freq_original_bits,m1_speed_psd_peak_freq_psk_recovered,m1_speed_rms_baseband,m1_speed_rms_original_bits,m1_speed_rms_psk_recovered,m1_speed_mean_baseband,m1_speed_mean_original_bits,m1_speed_mean_psk_recovered,m1_speed_variance_baseband,m1_speed_variance_original_bits,m1_speed_variance_psk_recovered,m1_speed_fft_peak_baseband,m1_speed_fft_peak_original_bits,m1_speed_fft_peak_psk_recovered,m2_speed_psd_peak_baseband,m2_speed_psd_peak_original_bits,m2_speed_psd_peak_psk_recovered,m2_speed_psd_mean_energy_baseband,m2_speed_psd_mean_energy_original_bits,m2_speed_psd_mean_energy_psk_recovered,m2_speed_psd_peak_freq_baseband,m2_speed_psd_peak_freq_original_bits,m2_speed_psd_peak_freq_psk_recovered,m2_speed_rms_baseband,m2_speed_rms_original_bits,m2_speed_rms_psk_recovered,m2_speed_mean_baseband,m2_speed_mean_original_bits,m2_speed_mean_psk_recovered,m2_speed_variance_baseband,m2_speed_variance_original_bits,m2_speed_variance_psk_recovered,m2_speed_fft_peak_baseband,m2_speed_fft_peak_original_bits,m2_speed_fft_peak_psk_recovered,m3_speed_psd_peak_baseband,m3_speed_psd_peak_original_bits,m3_speed_psd_peak_psk_recovered,m3_speed_psd_mean_energy_baseband,m3_speed_psd_mean_energy_original_bits,m3_speed_psd_mean_energy_psk_recovered,m3_speed_psd_peak_freq_baseband,m3_speed_psd_peak_freq_original_bits,m3_speed_psd_peak_freq_psk_recovered,m3_speed_rms_baseband,m3_speed_rms_original_bits,m3_speed_rms_psk_recovered,m3_speed_mean_baseband,m3_speed_mean_original_bits,m3_speed_mean_psk_recovered,m3_speed_variance_baseband,m3_speed_variance_original_bits,m3_speed_variance_psk_recovered,m3_speed_fft_peak_baseband,m3_speed_fft_peak_original_bits,m3_speed_fft_peak_psk_recovered,o8_compressor_psd_peak_baseband,o8_compressor_psd_peak_original_bits,o8_compressor_psd_peak_psk_recovered,o8_compressor_psd_mean_energy_baseband,o8_compressor_psd_mean_energy_original_bits,o8_compressor_psd_mean_energy_psk_recovered,o8_compressor_psd_peak_freq_baseband,o8_compressor_psd_peak_freq_original_bits,o8_compressor_psd_peak_freq_psk_recovered,o8_compressor_rms_baseband,o8_compressor_rms_original_bits,o8_compressor_rms_psk_recovered,o8_compressor_mean_baseband,o8_compressor_mean_original_bits,o8_compressor_mean_psk_recovered,o8_compressor_variance_baseband,o8_compressor_variance_original_bits,o8_compressor_variance_psk_recovered,o8_compressor_fft_peak_baseband,o8_compressor_fft_peak_original_bits,o8_compressor_fft_peak_psk_recovered,current_task_duration_psd_peak_baseband,current_task_duration_psd_peak_original_bits,current_task_duration_psd_peak_psk_recovered,current_task_duration_psd_mean_energy_baseband,current_task_duration_psd_mean_energy_original_bits,current_task_duration_psd_mean_energy_psk_recovered,current_task_duration_psd_peak_freq_baseband,current_task_duration_psd_peak_freq_original_bits,current_task_duration_psd_peak_freq_psk_recovered,current_task_duration_rms_baseband,current_task_duration_rms_original_bits,current_task_duration_rms_psk_recovered,current_task_duration_mean_baseband,current_task_duration_mean_original_bits,current_task_duration_mean_psk_recovered,current_task_duration_variance_baseband,current_task_duration_variance_original_bits,current_task_duration_variance_psk_recovered,current_task_duration_fft_peak_baseband,current_task_duration_fft_peak_original_bits,current_task_duration_fft_peak_psk_recovered,current_state_binary
0,2023-02-06T14:08:08.000000000,2023-02-06T14:09:06.000000000,0.002341,0,0,0.002053,0,0,1.0,1,1,0.0,0,0,0.0,0,0,0.613478,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.002341,0,0,0.002612,0,0,1.0,1,1,0.0,0,0,0.0,0,0,0.613478,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
1,2023-02-06T14:08:38.000000000,2023-02-06T14:09:36.000000000,1.0,1,1,0.785987,1,1,0.333333,0,0,0.601486,1,1,0.555792,1,1,1.0,1,1,0.555792,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,0.333333,0,0,0.68181,1,1,0.597093,1,1,1.0,1,1,0.597093,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
2,2023-02-06T14:09:08.000000000,2023-02-06T14:10:06.000000000,0.000334,0,0,0.000285,0,0,1.0,1,1,0.875311,1,1,0.926128,1,1,0.000475,0,0,0.926128,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.000334,0,0,0.000363,0,0,1.0,1,1,0.992203,1,1,0.994948,1,1,0.000475,0,0,0.994948,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
3,2023-02-06T14:09:38.000000000,2023-02-06T14:10:36.000000000,0.0,0,0,0.0,0,0,0.333333,0,0,0.875276,1,1,0.926158,1,1,1e-06,0,0,0.926158,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.992163,1,1,0.994981,1,1,1e-06,0,0,0.994981,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
4,2023-02-06T14:10:08.000000000,2023-02-06T14:11:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
5,2023-02-06T14:10:38.000000000,2023-02-06T14:11:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
6,2023-02-06T14:11:08.000000000,2023-02-06T14:12:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
7,2023-02-06T14:11:38.000000000,2023-02-06T14:12:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
8,2023-02-06T14:12:08.000000000,2023-02-06T14:13:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
9,2023-02-06T14:12:38.000000000,2023-02-06T14:13:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,1e-06,0,0,1e-06,0,0,1.0,1,1,0.003371,0,0,0.002487,0,0,2.8e-05,0,0,0.001592,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
10,2023-02-06T14:13:08.000000000,2023-02-06T14:14:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.00045,0,0,0.000418,0,0,1.0,1,1,0.45221,0,0,0.210143,0,0,0.454717,0,0,0.207507,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
11,2023-02-06T14:13:38.000000000,2023-02-06T14:14:36.000000000,3e-06,0,0,3e-06,0,0,1.0,1,1,0.874963,1,1,0.925915,1,1,3.8e-05,0,0,0.925915,1,1,1.5e-05,0,0,1.5e-05,0,0,1.0,1,1,0.028204,0,0,0.028917,0,0,0.000871,0,0,0.034519,0,0,2e-06,0,0,3e-06,0,0,1.0,1,1,0.992967,1,1,0.99555,1,1,9e-05,0,0,0.99555,1,1,0.715466,1,1,0.700753,1,1,0.666667,1,1,0.650206,1,1,0.444339,0,0,0.759007,1,1,0.442485,0,0,0.0,0,0,0.0,0,0,0.333333,0,0,0.002427,0,0,0.007001,0,0,7e-06,0,0,0.001882,0,0,1
12,2023-02-06T14:14:08.000000000,2023-02-06T14:15:06.000000000,0.001151,0,0,0.000981,0,0,1.0,1,1,0.908052,1,1,0.927441,1,1,0.200534,0,0,0.927441,1,1,0.015262,0,0,0.010749,0,0,1.0,1,1,0.988367,1,1,1.0,1,1,0.969252,1,1,1.0,1,1,0.002674,0,0,0.002871,0,0,1.0,1,1,0.91122,1,1,0.911436,1,1,0.183616,0,0,0.911436,1,1,0.856068,1,1,0.787785,1,1,0.333333,0,0,0.870453,1,1,0.759714,1,1,0.978662,1,1,0.758912,1,1,0.00015,0,0,0.000128,0,0,1.0,1,1,0.765335,1,1,0.619464,1,1,0.630565,1,1,0.616869,1,1,1
13,2023-02-06T14:14:38.000000000,2023-02-06T14:15:36.000000000,0.777667,1,1,0.999383,1,1,0.666667,1,1,0.967539,1,1,0.962913,1,1,0.294229,0,0,0.962913,1,1,0.922637,1,1,0.989515,1,1,0.333333,0,0,0.999849,1,1,0.973103,1,1,0.999832,1,1,0.973734,1,1,0.416793,0,0,0.644962,1,1,0.333333,0,0,0.916446,1,1,0.914369,1,1,0.190344,0,0,0.914369,1,1,0.474514,0,0,0.393508,0,0,0.333333,0,0,0.734526,1,1,0.526509,1,1,0.925077,1,1,0.524929,1,1,0.841185,1,1,0.81283,1,1,0.333333,0,0,0.895004,1,1,0.85827,1,1,0.815463,1,1,0.857304,1,1,1
14,2023-02-06T14:15:08.000000000,2023-02-06T14:16:06.000000000,0.020691,0,0,0.020111,0,0,0.0,0,0,0.936167,1,1,0.961718,1,1,0.094075,0,0,0.961718,1,1,0.006963,0,0,0.004678,0,0,1.0,1,1,0.15385,0,0,0.0,0,0,0.025832,0,0,0.203244,0,0,0.003969,0,0,0.004376,0,0,1.0,1,1,0.998279,1,1,0.998731,1,1,0.005213,0,0,0.998731,1,1,0.000127,0,0,0.000109,0,0,1.0,1,1,0.011154,0,0,0.003336,0,0,0.000321,0,0,0.005764,0,0,0.02084,0,0,0.018931,0,0,0.0,0,0,0.464047,0,0,0.247327,0,0,0.249566,0,0,0.284394,0,0,1
15,2023-02-06T14:15:38.000000000,2023-02-06T14:16:36.000000000,1.1e-05,0,0,1.3e-05,0,0,1.0,1,1,0.875585,1,1,0.926391,1,1,2.3e-05,0,0,0.926391,1,1,3e-06,0,0,4e-06,0,0,1.0,1,1,0.00668,0,0,0.029969,0,0,4.8e-05,0,0,0.006825,0,0,3e-06,0,0,6e-06,0,0,1.0,1,1,0.992361,1,1,0.995123,1,1,9e-06,0,0,0.995123,1,1,0.0,0,0,0.0,0,0,0.333333,0,0,0.000604,0,0,0.003185,0,0,1e-06,0,0,0.000189,0,0,8e-06,0,0,1e-05,0,0,1.0,1,1,0.006233,0,0,0.008292,0,0,4.7e-05,0,0,0.005216,0,0,1
16,2023-02-06T14:16:08.000000000,2023-02-06T14:17:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
17,2023-02-06T14:16:38.000000000,2023-02-06T14:17:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
18,2023-02-06T14:17:08.000000000,2023-02-06T14:18:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
19,2023-02-06T14:17:38.000000000,2023-02-06T14:18:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
20,2023-02-06T14:18:08.000000000,2023-02-06T14:19:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
21,2023-02-06T14:18:38.000000000,2023-02-06T14:19:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
22,2023-02-06T14:19:08.000000000,2023-02-06T14:20:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
23,2023-02-06T14:19:38.000000000,2023-02-06T14:20:36.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
24,2023-02-06T14:20:08.000000000,2023-02-06T14:21:06.000000000,0.0,0,0,0.0,0,0,0.0,0,0,0.875147,1,1,0.92606,1,1,0.0,0,0,0.92606,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.03199,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.992017,1,1,0.994875,1,1,0.0,0,0,0.994875,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.003327,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.006772,0,0,0.0,0,0,0.0,0,0,1
